Driver,Coef,GP,Year
PER,-1.4497448026672681,French Grand Prix,2022
RAI,0.3753057152692404,French Grand Prix,2022
RIC,-0.48641784613095346,French Grand Prix,2022
RUS,-0.6622906511011089,French Grand Prix,2022
SAI,-0.6698692806873648,French Grand Prix,2022
STR,-0.27331784122917796,French Grand Prix,2022
TSU,0.2553517360965257,French Grand Prix,2022
VER,-1.8656756887125203,French Grand Prix,2022
VET,-0.402180600708199,French Grand Prix,2022
ZHO,0.6945032849290145,French Grand Prix,2022
ALO,-0.02626028559470674,Austrian Grand Prix,2022
BOT,-0.5969799954907647,Austrian Grand Prix,2022
GAS,-0.3048946309767929,Austrian Grand Prix,2022
GIO,0.2340524815974415,Austrian Grand Prix,2022
HAM,-0.7045670236498006,Austrian Grand Prix,2022
LAT,0.6100260817122432,Austrian Grand Prix,2022
LEC,-0.6261918650861582,Austrian Grand Prix,2022
MAG,-0.18009239924475987,Austrian Grand Prix,2022
MAZ,1.5950401734956474,Austrian Grand Prix,2022
MSC,0.6477377832396913,Austrian Grand Prix,2022
NOR,-0.5300483388351981,Austrian Grand Prix,2022
OCO,0.10749711723339388,Austrian Grand Prix,2022
PER,-0.5182647426100816,Austrian Grand Prix,2022
RAI,0.0788492416469144,Austrian Grand Prix,2022
RIC,-0.08504228977271874,Austrian Grand Prix,2022
RUS,-0.2662110273370606,Austrian Grand Prix,2022
SAI,-0.5071483490157312,Austrian Grand Prix,2022
STR,0.14413318074069986,Austrian Grand Prix,2022
TSU,0.017146945236554433,Austrian Grand Prix,2022
VER,-1.0943333452440585,Austrian Grand Prix,2022
VET,0.016397063339756573,Austrian Grand Prix,2022
ZHO,0.062337298919383596,Austrian Grand Prix,2022
ALO,4.147156839120458,British Grand Prix,2022
BOT,3.481228354048016,British Grand Prix,2022
GAS,4.44396543617664,British Grand Prix,2022
GIO,4.804282328991302,British Grand Prix,2022
HAM,2.7704052013950196,British Grand Prix,2022
LAT,4.9003008255968075,British Grand Prix,2022
LEC,3.0084667194554235,British Grand Prix,2022
MAG,4.652896559692819,British Grand Prix,2022
MAZ,6.165995133285601,British Grand Prix,2022
MSC,5.202364328316584,British Grand Prix,2022
NOR,3.7097339306137864,British Grand Prix,2022
OCO,4.443389018527454,British Grand Prix,2022
PER,3.6567801399713717,British Grand Prix,2022
RAI,4.631407105329062,British Grand Prix,2022
RIC,4.263271631262638,British Grand Prix,2022
RUS,4.713935672353186,British Grand Prix,2022
SAI,3.247938386405846,British Grand Prix,2022
STR,4.500596413965369,British Grand Prix,2022
TSU,4.985430655808123,British Grand Prix,2022
VER,4.255306196307047,British Grand Prix,2022
VET,4.576325324567645,British Grand Prix,2022
ALO,-1.215850942284829,Hungarian Grand Prix,2022
BOT,-0.9583072985919354,Hungarian Grand Prix,2022
GAS,-0.7615669864548763,Hungarian Grand Prix,2022
GIO,-0.2964509539707201,Hungarian Grand Prix,2022
HAM,-1.9435426617489557,Hungarian Grand Prix,2022
LAT,-0.08528313470993767,Hungarian Grand Prix,2022
LEC,-1.852993139165711,Hungarian Grand Prix,2022
MAG,-0.5326744396155458,Hungarian Grand Prix,2022
MSC,-0.20319818848441523,Hungarian Grand Prix,2022
NOR,-1.0901903162772109,Hungarian Grand Prix,2022
OCO,-1.138361533416976,Hungarian Grand Prix,2022
PER,-1.4590807526781897,Hungarian Grand Prix,2022
RAI,-0.5646111834685781,Hungarian Grand Prix,2022
RIC,-0.6009421838423151,Hungarian Grand Prix,2022
RUS,-1.0805267131646503,Hungarian Grand Prix,2022
SAI,-1.5682524312324018,Hungarian Grand Prix,2022
STR,-1.0116833645584724,Hungarian Grand Prix,2022
TSU,-0.3388681907547085,Hungarian Grand Prix,2022
VER,-1.408504938006189,Hungarian Grand Prix,2022
VET,-1.2462666431228473,Hungarian Grand Prix,2022
ZHO,-0.7992127345892447,Hungarian Grand Prix,2022
ALO,-0.7065718686038674,Dutch Grand Prix,2022
BOT,-0.7394690154695172,Dutch Grand Prix,2022
GAS,-0.5550661751849696,Dutch Grand Prix,2022
GIO,-0.12688510486099144,Dutch Grand Prix,2022
HAM,-1.8481283977200438,Dutch Grand Prix,2022
KUB,0.5431661710125827,Dutch Grand Prix,2022
LAT,0.6175840118191254,Dutch Grand Prix,2022
LEC,-0.9600910336136685,Dutch Grand Prix,2022
MAG,-0.04847979754234342,Dutch Grand Prix,2022
MAZ,0.8844071310979071,Dutch Grand Prix,2022
MSC,0.49687392626452076,Dutch Grand Prix,2022
NOR,-0.7696343700539752,Dutch Grand Prix,2022
OCO,-0.4583541358334153,Dutch Grand Prix,2022
PER,-1.0104354860734979,Dutch Grand Prix,2022
RIC,-0.1272335133747279,Dutch Grand Prix,2022
RUS,-0.9196004182550312,Dutch Grand Prix,2022
SAI,-0.6893927448676308,Dutch Grand Prix,2022
STR,-0.4390894251404325,Dutch Grand Prix,2022
TSU,0.020999069564596375,Dutch Grand Prix,2022
VER,-1.7895078833393354,Dutch Grand Prix,2022
VET,-0.2663983363704117,Dutch Grand Prix,2022
ZHO,0.05936927989204852,Dutch Grand Prix,2022
ALO,3.6936824423074026,Italian Grand Prix,2022
BOT,3.3979845018942623,Italian Grand Prix,2022
DEV,3.7993838133672666,Italian Grand Prix,2022
GAS,3.5172634625011945,Italian Grand Prix,2022
GIO,3.7475877061476828,Italian Grand Prix,2022
HAM,3.0245824666757923,Italian Grand Prix,2022
KUB,4.116909687429989,Italian Grand Prix,2022
LAT,3.8360832099325006,Italian Grand Prix,2022
LEC,2.89984201966334,Italian Grand Prix,2022
MAG,4.5042583806929395,Italian Grand Prix,2022
MAZ,5.147635145431842,Italian Grand Prix,2022
MSC,4.366190874845911,Italian Grand Prix,2022
NOR,3.0967929117053217,Italian Grand Prix,2022
OCO,3.8113697579836767,Italian Grand Prix,2022
PER,2.837824744165577,Italian Grand Prix,2022
RIC,3.4167169594919184,Italian Grand Prix,2022
RUS,3.3966777696308155,Italian Grand Prix,2022
SAI,3.1673504120864164,Italian Grand Prix,2022
STR,3.9051937205314284,Italian Grand Prix,2022
TSU,3.769591673268715,Italian Grand Prix,2022
VER,2.539932916175643,Italian Grand Prix,2022
VET,3.716540036566456,Italian Grand Prix,2022
ZHO,3.654068065493209,Italian Grand Prix,2022
ALO,4.583507348150087,Russian Grand Prix,2022
BOT,4.482320214720717,Russian Grand Prix,2022
GAS,4.884581479771501,Russian Grand Prix,2022
GIO,5.6128206106535075,Russian Grand Prix,2022
HAM,3.265471015915618,Russian Grand Prix,2022
LAT,5.614656229791441,Russian Grand Prix,2022
LEC,4.381375170708418,Russian Grand Prix,2022
MAZ,7.1232680505298696,Russian Grand Prix,2022
MSC,6.255213074311964,Russian Grand Prix,2022
NOR,3.9934750881223353,Russian Grand Prix,2022
OCO,4.886192054101156,Russian Grand Prix,2022
PER,4.218396539782911,Russian Grand Prix,2022
RAI,4.78439603128885,Russian Grand Prix,2022
RIC,4.253031632310168,Russian Grand Prix,2022
RUS,5.331708117538692,Russian Grand Prix,2022
SAI,4.876098259146455,Russian Grand Prix,2022
STR,4.806619238668221,Russian Grand Prix,2022
TSU,5.535463684965103,Russian Grand Prix,2022
VER,4.171759340047328,Russian Grand Prix,2022
VET,4.413147997038286,Russian Grand Prix,2022
ALO,-0.6504623009921711,United States Grand Prix,2022
BOT,-1.2831224071600535,United States Grand Prix,2022
GAS,-0.532182015922719,United States Grand Prix,2022
GIO,-0.3407761459868589,United States Grand Prix,2022
HAM,-2.2756393451039654,United States Grand Prix,2022
LAT,0.6434999247545222,United States Grand Prix,2022
LEC,-1.6413023340112793,United States Grand Prix,2022
MAG,-0.10128131083868074,United States Grand Prix,2022
MAZ,2.1657156734059955,United States Grand Prix,2022
MSC,0.4058573356507987,United States Grand Prix,2022
NOR,-1.082554787123484,United States Grand Prix,2022
OCO,-0.13340928210661468,United States Grand Prix,2022
PER,-1.8623060170021588,United States Grand Prix,2022
RAI,-0.41966250855694204,United States Grand Prix,2022
RIC,-0.5457800160304618,United States Grand Prix,2022
RUS,-0.6917851489880368,United States Grand Prix,2022
SAI,-1.5136566735552468,United States Grand Prix,2022
STR,-0.0556915555376129,United States Grand Prix,2022
TSU,-0.3618010860125855,United States Grand Prix,2022
VER,-2.30623442490573,United States Grand Prix,2022
VET,-0.601820989194853,United States Grand Prix,2022
ZHO,-0.1025716997703566,United States Grand Prix,2022
ALO,-0.3157345624301948,Mexico City Grand Prix,2022
BOT,-0.39757637915533106,Mexico City Grand Prix,2022
GAS,-0.5268881352089565,Mexico City Grand Prix,2022
GIO,-0.013333657771184448,Mexico City Grand Prix,2022
HAM,-1.5684905078805733,Mexico City Grand Prix,2022
LAT,1.2618365595096706,Mexico City Grand Prix,2022
LEC,-0.7290333747400886,Mexico City Grand Prix,2022
MAG,0.6736715809967215,Mexico City Grand Prix,2022
MAZ,2.1692075474936727,Mexico City Grand Prix,2022
MSC,0.4616593525081054,Mexico City Grand Prix,2022
NOR,-0.4152014463826712,Mexico City Grand Prix,2022
OCO,-0.18368358554603692,Mexico City Grand Prix,2022
PER,-1.5649875375833031,Mexico City Grand Prix,2022
RAI,-0.5601229100533129,Mexico City Grand Prix,2022
RIC,-0.24906000266507533,Mexico City Grand Prix,2022
RUS,-0.5724392775146239,Mexico City Grand Prix,2022
SAI,-0.8087917664083821,Mexico City Grand Prix,2022
STR,0.19980188886469374,Mexico City Grand Prix,2022
TSU,-0.16885061583534933,Mexico City Grand Prix,2022
VER,-1.5735834359145473,Mexico City Grand Prix,2022
VET,-0.31455258762765403,Mexico City Grand Prix,2022
ZHO,0.08024476520487678,Mexico City Grand Prix,2022
ALO,-1.007608906767845,São Paulo Grand Prix,2022
BOT,-1.2693945579844188,São Paulo Grand Prix,2022
GAS,-0.6955437984632411,São Paulo Grand Prix,2022
GIO,-0.09048180006931661,São Paulo Grand Prix,2022
HAM,-1.9737482351547309,São Paulo Grand Prix,2022
LAT,0.2907502107351858,São Paulo Grand Prix,2022
LEC,-1.4099901297443784,São Paulo Grand Prix,2022
MAZ,0.9842897101901682,São Paulo Grand Prix,2022
MSC,0.19265641951865087,São Paulo Grand Prix,2022
NOR,-0.6021854356691103,São Paulo Grand Prix,2022
OCO,-0.6821720319212456,São Paulo Grand Prix,2022
PER,-1.6162847728197605,São Paulo Grand Prix,2022
RAI,-0.6180840450066116,São Paulo Grand Prix,2022
RIC,-0.819827407159878,São Paulo Grand Prix,2022
RUS,-0.7287797874757023,São Paulo Grand Prix,2022
SAI,-1.4306250527537485,São Paulo Grand Prix,2022
STR,-0.34249517443242006,São Paulo Grand Prix,2022
TSU,-0.03810409549571503,São Paulo Grand Prix,2022
VER,-1.6891312798800993,São Paulo Grand Prix,2022
VET,-0.67894483084204,São Paulo Grand Prix,2022
ZHO,-0.3458254209066185,São Paulo Grand Prix,2022
ALO,3.872565533434976,Qatar Grand Prix,2022
BOT,4.036813759214746,Qatar Grand Prix,2022
GAS,4.219094227530219,Qatar Grand Prix,2022
GIO,4.91065063937398,Qatar Grand Prix,2022
HAM,2.689196005906611,Qatar Grand Prix,2022
LAT,5.1574338554055394,Qatar Grand Prix,2022
LEC,4.238242398210589,Qatar Grand Prix,2022
MAZ,6.49471428472586,Qatar Grand Prix,2022
MSC,5.429414142646393,Qatar Grand Prix,2022
NOR,3.872964906840253,Qatar Grand Prix,2022
OCO,4.004918387391347,Qatar Grand Prix,2022
PER,3.508421727121896,Qatar Grand Prix,2022
RAI,4.60816312996907,Qatar Grand Prix,2022
RIC,4.99849845461241,Qatar Grand Prix,2022
RUS,4.879939689432101,Qatar Grand Prix,2022
SAI,4.1393346343653565,Qatar Grand Prix,2022
STR,4.060261366764804,Qatar Grand Prix,2022
TSU,4.552261950713124,Qatar Grand Prix,2022
VER,2.6630835956711425,Qatar Grand Prix,2022
VET,4.224745990462741,Qatar Grand Prix,2022
ALO,-0.806757131289819,Saudi Arabian Grand Prix,2022
BOT,-1.7928977242519069,Saudi Arabian Grand Prix,2022
GAS,-0.8348381658238092,Saudi Arabian Grand Prix,2022
GIO,-0.6924980966415376,Saudi Arabian Grand Prix,2022
HAM,-1.8794739811919599,Saudi Arabian Grand Prix,2022
HUL,-0.2167307435827681,Saudi Arabian Grand Prix,2022
LAT,0.49290774964377915,Saudi Arabian Grand Prix,2022
LEC,-2.2606103129055817,Saudi Arabian Grand Prix,2022
MAG,-1.2015411063530697,Saudi Arabian Grand Prix,2022
MAZ,1.6810614449045544,Saudi Arabian Grand Prix,2022
MSC,0.23978021017111728,Saudi Arabian Grand Prix,2022
NOR,-0.9724893499492432,Saudi Arabian Grand Prix,2022
OCO,-1.1617897963940003,Saudi Arabian Grand Prix,2022
PER,-2.394879563538236,Saudi Arabian Grand Prix,2022
RAI,-0.21855334993783535,Saudi Arabian Grand Prix,2022
RIC,-1.1899465716058988,Saudi Arabian Grand Prix,2022
RUS,-1.235736823231246,Saudi Arabian Grand Prix,2022
SAI,-2.1683491965743165,Saudi Arabian Grand Prix,2022
STR,-0.2593149444533793,Saudi Arabian Grand Prix,2022
TSU,-0.9222932267759556,Saudi Arabian Grand Prix,2022
VER,-2.5232822341021786,Saudi Arabian Grand Prix,2022
VET,-0.18462874941177138,Saudi Arabian Grand Prix,2022
ZHO,-0.6204361079441273,Saudi Arabian Grand Prix,2022
ALO,-0.30757973696202573,Abu Dhabi Grand Prix,2022
BOT,-0.3017731205822775,Abu Dhabi Grand Prix,2022
GAS,-0.14530173893987633,Abu Dhabi Grand Prix,2022
GIO,0.3236609009223285,Abu Dhabi Grand Prix,2022
HAM,-1.4337664505155754,Abu Dhabi Grand Prix,2022
LAT,0.8314632189806633,Abu Dhabi Grand Prix,2022
LEC,-0.8984321629047002,Abu Dhabi Grand Prix,2022
MAG,0.7989251838591988,Abu Dhabi Grand Prix,2022
MSC,0.5364460703880775,Abu Dhabi Grand Prix,2022
NOR,-0.7692995933934781,Abu Dhabi Grand Prix,2022
OCO,-0.6075464007794333,Abu Dhabi Grand Prix,2022
PER,-1.485119253685777,Abu Dhabi Grand Prix,2022
RAI,0.5350032390661753,Abu Dhabi Grand Prix,2022
RIC,-0.34257330335540925,Abu Dhabi Grand Prix,2022
RUS,-0.6458370592389174,Abu Dhabi Grand Prix,2022
SAI,-1.0486637677363924,Abu Dhabi Grand Prix,2022
STR,-0.22349402147179093,Abu Dhabi Grand Prix,2022
TSU,-0.5882089638728302,Abu Dhabi Grand Prix,2022
VER,-1.4517026988882433,Abu Dhabi Grand Prix,2022
VET,-0.24553045072354537,Abu Dhabi Grand Prix,2022
ZHO,-0.09671524053360105,Abu Dhabi Grand Prix,2022
ALO,-0.10910601423750066,Australian Grand Prix,2022
BOT,-0.45131920283026616,Australian Grand Prix,2022
GAS,-0.29898244957298914,Australian Grand Prix,2022
HAM,-1.1189982518392902,Australian Grand Prix,2022
LAT,0.8724927640458655,Australian Grand Prix,2022
LEC,-1.6411012718336888,Australian Grand Prix,2022
MAG,-0.012190697109098814,Australian Grand Prix,2022
MSC,-0.08711584611230538,Australian Grand Prix,2022
NOR,-0.6570263631269917,Australian Grand Prix,2022
OCO,-0.3303858458007518,Australian Grand Prix,2022
PER,-1.2337272340563779,Australian Grand Prix,2022
RIC,-0.5223972860488768,Australian Grand Prix,2022
RUS,-1.292408662586265,Australian Grand Prix,2022
SAI,11.156216794537215,Australian Grand Prix,2022
STR,0.23198615331519967,Australian Grand Prix,2022
TSU,0.23020576497814105,Australian Grand Prix,2022
VER,-1.4363658132512356,Australian Grand Prix,2022
VET,0.4044154673600875,Australian Grand Prix,2022
ZHO,-0.04845773365099859,Australian Grand Prix,2022
ALO,-0.245201116997914,Miami Grand Prix,2022
BOT,-0.7215905888186872,Miami Grand Prix,2022
GAS,-0.25198972116978735,Miami Grand Prix,2022
HAM,-0.8222017765243147,Miami Grand Prix,2022
LAT,1.0005645394547584,Miami Grand Prix,2022
LEC,-1.6952099076408638,Miami Grand Prix,2022
MAG,-0.33491923242332106,Miami Grand Prix,2022
MSC,-0.24004480925420987,Miami Grand Prix,2022
NOR,-0.19949695277391374,Miami Grand Prix,2022
OCO,0.0925463862641626,Miami Grand Prix,2022
PER,-1.251723756352231,Miami Grand Prix,2022
RIC,0.08716441049534412,Miami Grand Prix,2022
RUS,-0.6276876240704704,Miami Grand Prix,2022
SAI,-1.4667902076696613,Miami Grand Prix,2022
STR,-0.03835167967642323,Miami Grand Prix,2022
TSU,0.30495908893386153,Miami Grand Prix,2022
VER,-1.949825109206697,Miami Grand Prix,2022
VET,-0.007068489874900669,Miami Grand Prix,2022
ZHO,-1.0610221974777307e-15,Miami Grand Prix,2022
ALO,-0.718413562422772,Canadian Grand Prix,2022
BOT,-0.7644003164870163,Canadian Grand Prix,2022
GAS,-0.2509822973715685,Canadian Grand Prix,2022
HAM,-1.4982344419230542,Canadian Grand Prix,2022
LAT,0.9028819990662105,Canadian Grand Prix,2022
LEC,-1.1498278738607164,Canadian Grand Prix,2022
MAG,-0.07554958082361553,Canadian Grand Prix,2022
MSC,-0.5763574004478524,Canadian Grand Prix,2022
NOR,-0.04714319030756128,Canadian Grand Prix,2022
OCO,-0.6791347886918829,Canadian Grand Prix,2022
PER,-0.24650914552616324,Canadian Grand Prix,2022
RIC,-0.09583020093828075,Canadian Grand Prix,2022
RUS,-1.2341851559414336,Canadian Grand Prix,2022
SAI,-1.7417700600918302,Canadian Grand Prix,2022
STR,-0.3716588761954016,Canadian Grand Prix,2022
TSU,-0.5729403999152743,Canadian Grand Prix,2022
VER,-1.8311505036454876,Canadian Grand Prix,2022
VET,-0.5117691949797349,Canadian Grand Prix,2022
ZHO,-0.5748871399578962,Canadian Grand Prix,2022
ALO,-0.5124994527215163,Belgian Grand Prix,2022
GAS,-0.47047147466934347,Belgian Grand Prix,2022
LAT,0.811390707831271,Belgian Grand Prix,2022
LEC,-1.1151713410816937,Belgian Grand Prix,2022
MAG,0.5023118807977436,Belgian Grand Prix,2022
MSC,0.5001507191753798,Belgian Grand Prix,2022
NOR,-0.3457481132059101,Belgian Grand Prix,2022
OCO,-0.6818510410768357,Belgian Grand Prix,2022
PER,-1.7125162808296313,Belgian Grand Prix,2022
RIC,-0.08588293234870682,Belgian Grand Prix,2022
RUS,-1.5293882118870656,Belgian Grand Prix,2022
SAI,-1.4666826729545692,Belgian Grand Prix,2022
STR,-0.45131542891070164,Belgian Grand Prix,2022
TSU,-0.30162848499714934,Belgian Grand Prix,2022
VER,-2.143912598332813,Belgian Grand Prix,2022
VET,-0.5840501985671592,Belgian Grand Prix,2022
ZHO,-0.09352843618774707,Belgian Grand Prix,2022
BOT,16.744483051584638,Singapore Grand Prix,2022
GAS,13.310475843111666,Singapore Grand Prix,2022
HAM,11.934377774106961,Singapore Grand Prix,2022
LEC,10.373432062049687,Singapore Grand Prix,2022
MAG,15.002660642441677,Singapore Grand Prix,2022
MSC,14.087453476476025,Singapore Grand Prix,2022
NOR,10.514328131974354,Singapore Grand Prix,2022
PER,9.351102310666521,Singapore Grand Prix,2022
RIC,15.0573385088268,Singapore Grand Prix,2022
RUS,11.169883767499138,Singapore Grand Prix,2022
SAI,10.26219972549895,Singapore Grand Prix,2022
STR,12.016174006420322,Singapore Grand Prix,2022
VER,11.24971887632726,Singapore Grand Prix,2022
VET,11.735168940982788,Singapore Grand Prix,2022
