Driver,BestLapTime_FP1,BestLapTime_FP2,BestLapTime_FP3,BestLapTime_Qualy,GP,Year
RIC,81.155,80.203,79.693,79.032,Australian Grand Prix,2022
RUS,81.457,80.212,80.096,78.933,Australian Grand Prix,2022
SAI,79.806,79.376,79.419,78.469,Australian Grand Prix,2022
STR,81.869,80.611,81.636,106.833,Australian Grand Prix,2022
TSU,81.289,80.424,80.071,79.424,Australian Grand Prix,2022
VER,80.626,79.223,79.809,78.154,Australian Grand Prix,2022
VET,81.661,,94.542,81.149,Australian Grand Prix,2022
ZHO,81.821,81.063,80.836,79.91,Australian Grand Prix,2022
ALB,91.854,91.71,91.501,91.266,Miami Grand Prix,2022
ALO,92.884,90.372,91.036,90.16,Miami Grand Prix,2022
BOT,93.773,,91.885,89.475,Miami Grand Prix,2022
GAS,91.498,90.547,91.901,89.69,Miami Grand Prix,2022
HAM,91.956,90.179,91.89,89.625,Miami Grand Prix,2022
LAT,95.637,92.913,92.376,91.325,Miami Grand Prix,2022
LEC,91.098,90.044,90.498,88.796,Miami Grand Prix,2022
MAG,92.559,90.921,91.227,90.975,Miami Grand Prix,2022
MSC,94.945,91.587,91.05,90.423,Miami Grand Prix,2022
NOR,92.615,90.535,91.594,89.634,Miami Grand Prix,2022
OCO,93.417,90.861,,,Miami Grand Prix,2022
PER,91.301,90.15,90.304,89.036,Miami Grand Prix,2022
RIC,92.592,91.208,91.728,90.31,Miami Grand Prix,2022
RUS,91.169,89.938,91.924,90.173,Miami Grand Prix,2022
SAI,91.528,90.964,91.172,88.986,Miami Grand Prix,2022
STR,93.576,91.631,91.665,89.996,Miami Grand Prix,2022
TSU,94.043,91.26,91.659,89.932,Miami Grand Prix,2022
VER,91.277,,90.649,88.991,Miami Grand Prix,2022
VET,93.024,91.393,91.049,90.214,Miami Grand Prix,2022
ZHO,93.02,90.86,92.051,91.02,Miami Grand Prix,2022
ALB,,82.319,81.572,81.645,Spanish Grand Prix,2022
ALO,80.768,80.203,80.981,81.043,Spanish Grand Prix,2022
BOT,82.614,81.828,80.781,79.608,Spanish Grand Prix,2022
DEV,82.92,,,,Spanish Grand Prix,2022
GAS,81.422,80.917,,80.719,Spanish Grand Prix,2022
HAM,80.811,79.874,80.002,79.512,Spanish Grand Prix,2022
KUB,81.975,,,,Spanish Grand Prix,2022
LAT,83.011,83.197,82.419,81.915,Spanish Grand Prix,2022
LEC,79.828,79.67,79.772,78.75,Spanish Grand Prix,2022
MAG,82.089,81.013,80.646,79.682,Spanish Grand Prix,2022
MSC,82.146,80.757,85.467,80.368,Spanish Grand Prix,2022
NOR,81.279,83.388,80.403,79.977,Spanish Grand Prix,2022
OCO,81.891,80.745,80.882,80.638,Spanish Grand Prix,2022
PER,,80.632,80.26,79.42,Spanish Grand Prix,2022
RIC,81.737,81.385,80.91,80.287,Spanish Grand Prix,2022
RUS,80.59,79.787,79.92,79.393,Spanish Grand Prix,2022
SAI,79.907,79.99,80.129,79.166,Spanish Grand Prix,2022
STR,81.92,81.249,81.52,81.418,Spanish Grand Prix,2022
TSU,81.814,81.285,81.449,80.639,Spanish Grand Prix,2022
VER,80.164,80.006,79.844,79.073,Spanish Grand Prix,2022
VET,82.164,80.703,80.944,80.954,Spanish Grand Prix,2022
VIP,84.138,,,,Spanish Grand Prix,2022
ZHO,,81.866,81.201,80.476,Spanish Grand Prix,2022
ALB,76.11,74.486,73.882,73.611,Monaco Grand Prix,2022
ALO,75.749,73.912,73.585,72.247,Monaco Grand Prix,2022
BOT,103.912,74.468,73.849,72.909,Monaco Grand Prix,2022
GAS,75.083,73.636,73.21,73.66,Monaco Grand Prix,2022
HAM,75.499,74.267,73.375,72.56,Monaco Grand Prix,2022
LAT,77.714,76.276,74.91,74.403,Monaco Grand Prix,2022
LEC,74.531,72.656,72.517,71.376,Monaco Grand Prix,2022
MAG,75.806,74.239,73.436,72.921,Monaco Grand Prix,2022
MSC,78.636,74.894,73.827,73.081,Monaco Grand Prix,2022
NOR,75.056,73.294,73.226,71.849,Monaco Grand Prix,2022
OCO,76.315,75.216,74.26,72.528,Monaco Grand Prix,2022
PER,74.57,73.035,72.476,71.629,Monaco Grand Prix,2022
RIC,75.157,104.698,74.104,72.964,Monaco Grand Prix,2022
RUS,75.211,73.406,73.476,72.112,Monaco Grand Prix,2022
SAI,74.601,72.7,72.846,71.601,Monaco Grand Prix,2022
STR,75.539,74.623,74.639,73.678,Monaco Grand Prix,2022
TSU,75.536,74.134,73.645,72.797,Monaco Grand Prix,2022
VER,74.712,73.103,72.881,71.666,Monaco Grand Prix,2022
VET,75.387,74.059,73.838,72.613,Monaco Grand Prix,2022
ZHO,76.417,74.525,74.861,75.606,Monaco Grand Prix,2022
ALB,108.419,106.397,105.479,104.719,Azerbaijan Grand Prix,2022
ALO,106.571,104.142,104.842,103.173,Azerbaijan Grand Prix,2022
BOT,108.078,105.115,105.574,104.444,Azerbaijan Grand Prix,2022
GAS,106.83,104.315,104.491,102.845,Azerbaijan Grand Prix,2022
HAM,106.667,104.874,104.845,102.924,Azerbaijan Grand Prix,2022
LAT,110.921,107.218,106.07,105.367,Azerbaijan Grand Prix,2022
LEC,105.603,103.224,103.24,101.359,Azerbaijan Grand Prix,2022
MAG,107.946,105.588,104.919,104.643,Azerbaijan Grand Prix,2022
MSC,118.332,106.425,105.532,105.775,Azerbaijan Grand Prix,2022
NOR,107.691,104.771,104.418,103.398,Azerbaijan Grand Prix,2022
OCO,106.917,104.609,104.685,103.585,Azerbaijan Grand Prix,2022
PER,105.476,103.472,103.17,101.641,Azerbaijan Grand Prix,2022
RIC,108.81,105.059,104.476,103.574,Azerbaijan Grand Prix,2022
RUS,106.705,104.548,104.573,102.712,Azerbaijan Grand Prix,2022
SAI,106.012,104.274,103.596,101.814,Azerbaijan Grand Prix,2022
STR,107.847,104.874,104.879,105.371,Azerbaijan Grand Prix,2022
TSU,106.696,104.567,104.964,103.056,Azerbaijan Grand Prix,2022
VER,105.81,103.58,103.449,101.706,Azerbaijan Grand Prix,2022
VET,107.97,104.781,104.689,103.091,Azerbaijan Grand Prix,2022
ZHO,108.222,105.264,104.913,103.777,Azerbaijan Grand Prix,2022
ALB,76.308,76.171,95.761,86.858,Canadian Grand Prix,2022
ALO,75.531,74.543,93.836,81.944,Canadian Grand Prix,2022
BOT,76.426,,95.016,86.788,Canadian Grand Prix,2022
GAS,76.165,74.879,93.889,94.492,Canadian Grand Prix,2022
HAM,75.877,75.421,95.692,82.891,Canadian Grand Prix,2022
LAT,77.241,76.509,98.394,95.66,Canadian Grand Prix,2022
LEC,75.666,74.208,138.129,93.008,Canadian Grand Prix,2022
MAG,77.555,75.499,95.643,82.96,Canadian Grand Prix,2022
MSC,77.223,75.516,97.388,83.356,Canadian Grand Prix,2022
NOR,76.211,74.987,94.248,94.066,Canadian Grand Prix,2022
OCO,76.421,75.119,94.003,83.529,Canadian Grand Prix,2022
PER,75.619,75.167,94.498,93.127,Canadian Grand Prix,2022
RIC,76.083,75.033,94.11,83.749,Canadian Grand Prix,2022
RUS,75.822,74.971,94.259,83.557,Canadian Grand Prix,2022
SAI,75.404,74.352,94.778,82.096,Canadian Grand Prix,2022
STR,75.877,75.396,95.531,95.532,Canadian Grand Prix,2022
TSU,76.322,75.567,96.261,96.575,Canadian Grand Prix,2022
VER,75.158,74.127,94.616,81.299,Canadian Grand Prix,2022
VET,76.041,74.442,93.891,94.512,Canadian Grand Prix,2022
ZHO,77.152,75.526,95.213,84.03,Canadian Grand Prix,2022
ALB,,90.263,89.78,102.078,British Grand Prix,2022
ALO,,89.695,89.52,101.598,British Grand Prix,2022
BOT,102.249,90.0,89.185,101.396,British Grand Prix,2022
GAS,,90.51,89.885,101.68,British Grand Prix,2022
HAM,102.781,89.105,88.488,100.428,British Grand Prix,2022
LAT,,91.326,90.489,101.998,British Grand Prix,2022
LEC,103.801,89.404,88.348,99.846,British Grand Prix,2022
MAG,108.161,90.48,90.523,102.159,British Grand Prix,2022
MSC,103.895,90.609,89.51,102.708,British Grand Prix,2022
NOR,104.337,89.118,89.102,101.515,British Grand Prix,2022
OCO,,90.238,89.552,101.73,British Grand Prix,2022
PER,,89.753,88.311,100.521,British Grand Prix,2022
RIC,115.899,89.902,90.293,101.933,British Grand Prix,2022
RUS,,89.799,88.426,100.028,British Grand Prix,2022
SAI,102.967,88.942,88.689,100.19,British Grand Prix,2022
STR,111.243,89.942,89.892,103.43,British Grand Prix,2022
TSU,109.972,90.338,90.039,101.893,British Grand Prix,2022
VER,,89.149,87.901,99.129,British Grand Prix,2022
VET,116.216,90.057,89.593,102.666,British Grand Prix,2022
ZHO,106.171,90.271,89.752,100.791,British Grand Prix,2022
ALB,95.414,94.653,93.558,93.307,French Grand Prix,2022
ALO,95.875,94.259,93.505,92.552,French Grand Prix,2022
BOT,,94.264,93.872,93.034,French Grand Prix,2022
DEV,95.426,,,,French Grand Prix,2022
GAS,94.979,93.906,93.869,93.439,French Grand Prix,2022
HAM,,93.517,93.255,91.765,French Grand Prix,2022
KUB,96.332,,,,French Grand Prix,2022
LAT,97.043,95.412,93.841,93.794,French Grand Prix,2022
LEC,93.93,92.628,92.909,90.872,French Grand Prix,2022
MAG,96.104,93.928,94.031,92.649,French Grand Prix,2022
MSC,96.022,95.195,94.222,93.114,French Grand Prix,2022
NOR,95.232,93.607,93.669,92.032,French Grand Prix,2022
OCO,95.828,94.66,94.122,93.048,French Grand Prix,2022
PER,95.174,94.06,93.293,91.335,French Grand Prix,2022
RIC,95.66,93.984,93.788,92.922,French Grand Prix,2022
RUS,94.881,93.291,93.376,92.131,French Grand Prix,2022
SAI,94.268,92.527,92.626,91.081,French Grand Prix,2022
STR,95.81,94.595,94.177,93.439,French Grand Prix,2022
TSU,96.127,94.54,93.751,92.78,French Grand Prix,2022
VER,94.021,93.077,92.272,91.176,French Grand Prix,2022
VET,95.851,94.42,94.536,93.276,French Grand Prix,2022
ZHO,95.676,94.654,93.911,93.674,French Grand Prix,2022
ALB,80.834,80.615,102.381,79.256,Hungarian Grand Prix,2022
ALO,80.377,79.049,103.57,77.904,Hungarian Grand Prix,2022
BOT,,79.411,105.93,78.157,Hungarian Grand Prix,2022
GAS,80.456,79.73,106.091,79.116,Hungarian Grand Prix,2022
HAM,79.71,79.547,104.832,78.035,Hungarian Grand Prix,2022
KUB,81.179,,,,Hungarian Grand Prix,2022
LAT,81.413,80.488,101.48,79.57,Hungarian Grand Prix,2022
LEC,79.039,78.445,102.141,77.567,Hungarian Grand Prix,2022
MAG,80.921,79.818,104.655,78.825,Hungarian Grand Prix,2022
MSC,81.027,79.985,105.156,79.164,Hungarian Grand Prix,2022
NOR,79.299,78.662,103.743,77.769,Hungarian Grand Prix,2022
OCO,80.348,79.614,105.57,78.018,Hungarian Grand Prix,2022
PER,79.622,79.397,108.24,78.516,Hungarian Grand Prix,2022
RIC,79.841,78.872,105.624,78.198,Hungarian Grand Prix,2022
RUS,79.606,79.355,103.434,77.377,Hungarian Grand Prix,2022
SAI,78.75,78.676,103.589,77.421,Hungarian Grand Prix,2022
STR,80.414,79.702,105.638,79.137,Hungarian Grand Prix,2022
TSU,80.695,80.521,105.85,79.24,Hungarian Grand Prix,2022
VER,78.88,78.728,103.205,77.703,Hungarian Grand Prix,2022
VET,80.383,79.253,104.178,79.273,Hungarian Grand Prix,2022
ZHO,80.81,79.605,105.691,78.573,Hungarian Grand Prix,2022
ALB,107.835,107.52,106.836,105.672,Belgian Grand Prix,2022
ALO,109.664,106.975,106.061,105.368,Belgian Grand Prix,2022
BOT,122.076,108.419,106.881,107.866,Belgian Grand Prix,2022
GAS,,107.782,106.604,105.827,Belgian Grand Prix,2022
HAM,108.42,106.893,106.769,105.42,Belgian Grand Prix,2022
LAT,108.485,108.612,106.811,106.401,Belgian Grand Prix,2022
LAW,112.065,,,,Belgian Grand Prix,2022
LEC,106.607,106.369,106.12,104.551,Belgian Grand Prix,2022
MAG,110.982,108.208,106.982,106.557,Belgian Grand Prix,2022
MSC,111.259,109.941,112.494,106.342,Belgian Grand Prix,2022
NOR,109.47,106.589,105.965,105.603,Belgian Grand Prix,2022
OCO,110.315,107.944,106.601,105.18,Belgian Grand Prix,2022
PER,108.474,107.346,105.047,104.462,Belgian Grand Prix,2022
RIC,108.081,107.255,106.646,105.767,Belgian Grand Prix,2022
RUS,107.396,107.042,106.071,105.461,Belgian Grand Prix,2022
SAI,106.538,106.649,105.824,104.297,Belgian Grand Prix,2022
STR,107.437,106.635,106.975,106.256,Belgian Grand Prix,2022
TSU,108.31,107.658,107.035,106.692,Belgian Grand Prix,2022
VER,106.755,105.507,105.184,103.665,Belgian Grand Prix,2022
VET,109.813,107.867,106.166,106.344,Belgian Grand Prix,2022
ZHO,108.672,107.617,107.089,106.085,Belgian Grand Prix,2022
ALB,74.063,73.837,72.775,71.695,Dutch Grand Prix,2022
ALO,73.633,72.848,72.327,71.613,Dutch Grand Prix,2022
BOT,74.695,74.167,73.359,71.961,Dutch Grand Prix,2022
GAS,74.474,73.666,73.046,71.512,Dutch Grand Prix,2022
HAM,72.695,72.417,72.156,70.648,Dutch Grand Prix,2022
LAT,75.122,74.797,73.625,73.353,Dutch Grand Prix,2022
LEC,73.127,72.345,71.632,70.363,Dutch Grand Prix,2022
MAG,74.405,74.282,72.606,72.041,Dutch Grand Prix,2022
MSC,74.163,73.604,72.558,71.42,Dutch Grand Prix,2022
NOR,72.929,72.448,72.591,71.116,Dutch Grand Prix,2022
OCO,73.963,73.305,73.003,71.605,Dutch Grand Prix,2022
PER,73.416,73.493,72.176,71.077,Dutch Grand Prix,2022
RIC,73.077,73.362,73.299,72.081,Dutch Grand Prix,2022
RUS,72.455,72.655,71.698,70.824,Dutch Grand Prix,2022
SAI,72.845,72.349,71.971,70.434,Dutch Grand Prix,2022
STR,74.257,72.746,72.773,71.416,Dutch Grand Prix,2022
TSU,74.63,73.419,73.256,71.427,Dutch Grand Prix,2022
VER,74.714,73.042,71.793,70.342,Dutch Grand Prix,2022
VET,74.5,73.611,72.491,72.391,Dutch Grand Prix,2022
ZHO,74.534,73.624,73.421,71.704,Dutch Grand Prix,2022
ALB,83.529,82.835,,,Italian Grand Prix,2022
ALO,83.099,82.752,82.306,81.829,Italian Grand Prix,2022
BOT,83.394,82.993,82.95,82.235,Italian Grand Prix,2022
DEV,84.731,,82.869,82.176,Italian Grand Prix,2022
GAS,83.64,83.135,82.755,81.91,Italian Grand Prix,2022
GIO,84.317,,,,Italian Grand Prix,2022
HAM,82.831,82.503,82.567,81.524,Italian Grand Prix,2022
LAT,84.941,83.982,82.776,82.587,Italian Grand Prix,2022
LEC,82.41,81.857,81.599,80.161,Italian Grand Prix,2022
MAG,84.006,83.557,83.203,82.399,Italian Grand Prix,2022
MSC,,84.586,83.392,83.005,Italian Grand Prix,2022
NOR,83.856,82.338,82.319,81.584,Italian Grand Prix,2022
OCO,83.075,82.728,82.506,82.13,Italian Grand Prix,2022
PER,83.661,82.394,81.848,81.206,Italian Grand Prix,2022
RIC,83.511,82.911,82.871,81.855,Italian Grand Prix,2022
RUS,82.689,82.386,82.357,81.542,Italian Grand Prix,2022
SAI,82.487,81.664,81.897,80.429,Italian Grand Prix,2022
STR,83.688,83.785,83.739,82.748,Italian Grand Prix,2022
TSU,83.26,83.217,82.43,82.02,Italian Grand Prix,2022
VER,82.84,81.807,81.252,80.306,Italian Grand Prix,2022
VET,,83.731,83.104,82.636,Italian Grand Prix,2022
ZHO,83.57,82.938,82.657,82.003,Italian Grand Prix,2022
ALB,106.119,105.144,121.907,116.985,Singapore Grand Prix,2022
ALO,105.336,103.52,119.429,109.966,Singapore Grand Prix,2022
BOT,105.725,103.431,122.066,116.083,Singapore Grand Prix,2022
GAS,105.258,104.469,121.245,111.211,Singapore Grand Prix,2022
HAM,103.033,103.182,121.22,109.466,Singapore Grand Prix,2022
LAT,107.092,106.553,123.51,117.532,Singapore Grand Prix,2022
LEC,103.435,102.795,117.782,109.412,Singapore Grand Prix,2022
MAG,106.028,104.422,121.089,111.573,Singapore Grand Prix,2022
MSC,106.601,105.623,121.502,114.37,Singapore Grand Prix,2022
NOR,106.68,104.013,121.791,110.584,Singapore Grand Prix,2022
OCO,104.736,103.412,120.911,116.337,Singapore Grand Prix,2022
PER,103.839,103.906,119.526,109.434,Singapore Grand Prix,2022
RIC,105.724,105.447,121.036,116.226,Singapore Grand Prix,2022
RUS,104.066,102.911,121.01,114.012,Singapore Grand Prix,2022
SAI,104.138,102.587,118.848,109.583,Singapore Grand Prix,2022
STR,105.221,103.982,120.373,114.211,Singapore Grand Prix,2022
TSU,106.081,105.211,121.679,111.983,Singapore Grand Prix,2022
VER,103.117,102.926,118.308,111.395,Singapore Grand Prix,2022
VET,105.354,104.249,121.007,114.38,Singapore Grand Prix,2022
ZHO,106.408,104.524,122.599,115.375,Singapore Grand Prix,2022
ALB,104.791,105.039,91.946,91.311,Japanese Grand Prix,2022
ALO,102.248,103.533,91.32,90.322,Japanese Grand Prix,2022
BOT,103.969,103.733,91.971,90.709,Japanese Grand Prix,2022
GAS,104.878,107.109,92.881,91.322,Japanese Grand Prix,2022
HAM,104.558,102.17,91.589,90.261,Japanese Grand Prix,2022
LAT,105.424,104.962,92.868,91.511,Japanese Grand Prix,2022
LEC,102.634,104.709,90.98,89.314,Japanese Grand Prix,2022
MAG,103.258,103.187,92.29,91.352,Japanese Grand Prix,2022
MSC,103.761,,92.366,91.152,Japanese Grand Prix,2022
NOR,103.889,105.885,91.747,90.473,Japanese Grand Prix,2022
OCO,103.022,103.884,91.75,90.165,Japanese Grand Prix,2022
PER,104.234,102.834,91.514,89.709,Japanese Grand Prix,2022
RIC,104.486,106.03,91.86,90.659,Japanese Grand Prix,2022
RUS,106.103,101.935,91.53,90.389,Japanese Grand Prix,2022
SAI,102.563,103.204,90.965,89.361,Japanese Grand Prix,2022
STR,104.57,106.776,91.838,91.419,Japanese Grand Prix,2022
TSU,106.192,105.257,92.377,90.808,Japanese Grand Prix,2022
VER,103.362,102.786,90.671,89.304,Japanese Grand Prix,2022
VET,108.09,105.261,92.222,90.554,Japanese Grand Prix,2022
ZHO,104.429,104.525,92.385,90.894,Japanese Grand Prix,2022
ALB,98.422,101.853,97.904,96.368,United States Grand Prix,2022
ALO,97.713,101.334,96.928,95.876,United States Grand Prix,2022
BOT,,97.525,97.31,96.319,United States Grand Prix,2022
GAS,97.81,99.84,97.29,96.577,United States Grand Prix,2022
GIO,103.063,,,,United States Grand Prix,2022
HAM,97.332,99.698,96.401,94.947,United States Grand Prix,2022
LAT,,102.317,98.028,97.244,United States Grand Prix,2022
LEC,,96.81,96.145,94.421,United States Grand Prix,2022
MAG,,100.084,97.519,96.949,United States Grand Prix,2022
MSC,98.922,99.507,98.132,97.111,United States Grand Prix,2022
NOR,97.856,99.547,97.449,95.69,United States Grand Prix,2022
OCO,98.102,101.31,97.468,97.068,United States Grand Prix,2022
PAL,99.911,,,,United States Grand Prix,2022
PER,97.515,99.852,96.397,94.645,United States Grand Prix,2022
POU,100.175,,,,United States Grand Prix,2022
RIC,,97.627,97.622,97.046,United States Grand Prix,2022
RUS,97.802,100.562,97.064,94.988,United States Grand Prix,2022
SAI,96.857,98.232,96.271,94.356,United States Grand Prix,2022
SAR,100.325,,,,United States Grand Prix,2022
SHW,98.951,,,,United States Grand Prix,2022
STR,97.46,100.806,97.215,95.598,United States Grand Prix,2022
TSU,98.898,100.178,97.888,96.439,United States Grand Prix,2022
VER,97.081,99.575,95.825,94.448,United States Grand Prix,2022
VET,98.041,101.857,97.151,96.398,United States Grand Prix,2022
ZHO,98.276,100.664,99.735,96.196,United States Grand Prix,2022
ALB,,82.447,79.917,80.859,Mexico City Grand Prix,2022
ALO,80.899,82.337,80.037,78.939,Mexico City Grand Prix,2022
BOT,81.083,81.993,79.39,78.401,Mexico City Grand Prix,2022
DEV,84.582,,,,Mexico City Grand Prix,2022
DOO,84.615,,,,Mexico City Grand Prix,2022
FIT,86.766,,,,Mexico City Grand Prix,2022
GAS,81.31,82.104,80.33,79.672,Mexico City Grand Prix,2022
HAM,80.849,81.509,78.543,78.084,Mexico City Grand Prix,2022
LAT,82.912,83.32,80.848,81.167,Mexico City Grand Prix,2022
LAW,83.861,,,,Mexico City Grand Prix,2022
LEC,80.753,81.618,79.123,78.555,Mexico City Grand Prix,2022
MAG,,83.316,81.271,79.833,Mexico City Grand Prix,2022
MSC,81.952,82.879,80.598,79.695,Mexico City Grand Prix,2022
NOR,81.12,82.738,79.317,78.721,Mexico City Grand Prix,2022
OCO,,81.177,79.96,79.01,Mexico City Grand Prix,2022
PER,80.827,81.579,79.241,78.128,Mexico City Grand Prix,2022
RIC,81.762,82.763,80.139,79.325,Mexico City Grand Prix,2022
RUS,,79.97,78.399,78.079,Mexico City Grand Prix,2022
SAI,80.707,81.693,79.301,78.351,Mexico City Grand Prix,2022
SAR,84.246,,,,Mexico City Grand Prix,2022
STR,81.865,82.84,80.477,80.52,Mexico City Grand Prix,2022
TSU,,80.798,79.882,79.589,Mexico City Grand Prix,2022
VER,80.827,81.588,78.876,77.775,Mexico City Grand Prix,2022
VET,81.525,82.371,80.986,80.419,Mexico City Grand Prix,2022
ZHO,81.82,83.369,80.019,79.476,Mexico City Grand Prix,2022
ALB,87.84,86.75,86.051,86.028,Abu Dhabi Grand Prix,2022
ALO,,86.043,86.076,85.096,Abu Dhabi Grand Prix,2022
BOT,87.655,86.3,86.189,85.892,Abu Dhabi Grand Prix,2022
DOO,88.484,,,,Abu Dhabi Grand Prix,2022
DRU,88.672,,,,Abu Dhabi Grand Prix,2022
FIT,88.204,,,,Abu Dhabi Grand Prix,2022
GAS,87.845,87.036,86.239,85.859,Abu Dhabi Grand Prix,2022
HAM,86.633,85.761,85.222,84.508,Abu Dhabi Grand Prix,2022
KUB,88.064,,,,Abu Dhabi Grand Prix,2022
LAT,,87.262,86.646,86.054,Abu Dhabi Grand Prix,2022
LAW,87.201,,,,Abu Dhabi Grand Prix,2022
LEC,86.888,85.599,85.571,84.092,Abu Dhabi Grand Prix,2022
MAG,88.142,86.915,86.356,85.834,Abu Dhabi Grand Prix,2022
MSC,,86.839,86.473,85.225,Abu Dhabi Grand Prix,2022
NOR,,86.377,85.518,84.769,Abu Dhabi Grand Prix,2022
OCO,87.891,86.038,86.073,84.83,Abu Dhabi Grand Prix,2022
OWA,88.35,,,,Abu Dhabi Grand Prix,2022
PER,86.967,85.852,84.982,84.052,Abu Dhabi Grand Prix,2022
RIC,87.619,86.124,85.95,85.045,Abu Dhabi Grand Prix,2022
RUS,86.853,85.487,85.395,84.511,Abu Dhabi Grand Prix,2022
SAI,,85.932,85.605,84.242,Abu Dhabi Grand Prix,2022
SAR,88.098,,,,Abu Dhabi Grand Prix,2022
SHW,87.429,,,,Abu Dhabi Grand Prix,2022
STR,,86.547,86.298,85.359,Abu Dhabi Grand Prix,2022
TSU,87.991,86.68,86.17,85.219,Abu Dhabi Grand Prix,2022
VER,,85.146,85.134,83.824,Abu Dhabi Grand Prix,2022
VET,87.268,86.395,86.012,84.961,Abu Dhabi Grand Prix,2022
ZHO,,86.479,86.482,85.408,Abu Dhabi Grand Prix,2022
