LapTime,LapNumber,Interval_front,Interval_behind,PitIn,PitOut,Driver,Compound,Compound_Detail,Year,TyreLife,GP,Position,TrackStatus
95.991,1.0,100.0,1.0970000000002074,0,0,PER,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,1.0,1
97.088,1.0,1.0970000000002074,0.9940000000001419,0,0,LEC,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,2.0,1
98.082,1.0,0.9940000000001419,0.5529999999998836,0,0,VER,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,3.0,1
98.635,1.0,0.5529999999998836,1.2649999999998727,0,0,SAI,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,4.0,1
99.9,1.0,1.2649999999998727,0.5210000000001855,0,0,OCO,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,5.0,1
100.421,1.0,0.5210000000001855,1.0369999999998072,0,0,RUS,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,6.0,1
101.458,1.0,1.0369999999998072,0.6649999999999636,0,0,ALO,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,7.0,1
102.123,1.0,0.6649999999999636,0.58199999999988,0,0,BOT,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,8.0,1
102.705,1.0,0.58199999999988,0.4010000000002947,0,0,MAG,HARD,C2,2022,3.0,Saudi Arabian Grand Prix,9.0,1
103.106,1.0,0.4010000000002947,0.22699999999986176,0,0,GAS,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,10.0,1
103.333,1.0,0.22699999999986176,0.49499999999989086,0,0,NOR,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,11.0,1
103.828,1.0,0.49499999999989086,0.44600000000036744,0,0,STR,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,12.0,1
104.274,1.0,0.44600000000036744,0.5139999999996689,0,0,RIC,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,13.0,1
104.788,1.0,0.5139999999996689,0.23500000000012733,0,0,HAM,HARD,C2,2022,2.0,Saudi Arabian Grand Prix,14.0,1
105.023,1.0,0.23500000000012733,0.7800000000002001,0,0,ALB,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,15.0,1
105.803,1.0,0.7800000000002001,0.5739999999996144,0,0,HUL,HARD,C2,2022,2.0,Saudi Arabian Grand Prix,16.0,1
106.377,1.0,0.5739999999996144,0.1430000000000291,0,0,LAT,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,17.0,1
106.52,1.0,0.1430000000000291,100.0,0,0,ZHO,MEDIUM,C3,2022,1.0,Saudi Arabian Grand Prix,18.0,1
94.722,2.0,100.0,1.3179999999997563,0,0,PER,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,1.0,1
94.943,2.0,1.3179999999997563,1.3260000000000218,0,0,LEC,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,2.0,1
95.275,2.0,1.3260000000000218,0.7770000000000437,0,0,VER,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,3.0,1
95.499,2.0,0.7770000000000437,2.242000000000189,0,0,SAI,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,4.0,1
96.476,2.0,2.242000000000189,0.5109999999999673,0,0,OCO,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,5.0,1
96.466,2.0,0.5109999999999673,1.8029999999998836,0,0,RUS,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,6.0,1
97.232,2.0,1.8029999999998836,0.6340000000000146,0,0,ALO,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,7.0,1
97.201,2.0,0.6340000000000146,0.8820000000000618,0,0,BOT,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,8.0,1
97.501,2.0,0.8820000000000618,1.1570000000001528,0,0,MAG,HARD,C2,2022,4.0,Saudi Arabian Grand Prix,9.0,1
98.03,2.0,1.1570000000001528,0.6419999999998254,0,0,NOR,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,10.0,1
98.899,2.0,0.6419999999998254,0.5540000000000873,0,0,GAS,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,11.0,1
98.731,2.0,0.5540000000000873,0.4639999999999418,0,0,STR,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,12.0,1
98.749,2.0,0.4639999999999418,0.41400000000021464,0,0,RIC,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,13.0,1
98.649,2.0,0.41400000000021464,0.7149999999996908,0,0,HAM,HARD,C2,2022,3.0,Saudi Arabian Grand Prix,14.0,1
99.129,2.0,0.7149999999996908,0.6860000000001492,0,0,ALB,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,15.0,1
99.035,2.0,0.6860000000001492,0.3449999999997999,0,0,HUL,HARD,C2,2022,3.0,Saudi Arabian Grand Prix,16.0,1
98.663,2.0,0.3449999999997999,1.4830000000001746,0,0,ZHO,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,17.0,1
100.289,2.0,1.4830000000001746,100.0,0,0,LAT,MEDIUM,C3,2022,2.0,Saudi Arabian Grand Prix,18.0,1
94.596,3.0,100.0,1.5160000000000764,0,0,PER,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,1.0,1
94.794,3.0,1.5160000000000764,1.4220000000000255,0,0,LEC,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,2.0,1
94.89,3.0,1.4220000000000255,1.3469999999997526,0,0,VER,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,3.0,1
95.46,3.0,1.3469999999997526,3.80600000000004,0,0,SAI,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,4.0,1
96.513,3.0,3.80600000000004,0.2820000000001528,0,0,RUS,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,5.0,1
97.306,3.0,0.2820000000001528,1.58199999999988,0,0,OCO,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,6.0,1
96.574,3.0,1.58199999999988,0.34999999999990905,0,0,ALO,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,7.0,1
96.29,3.0,0.34999999999990905,1.4220000000000255,0,0,BOT,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,8.0,1
96.83,3.0,1.4220000000000255,1.4070000000001528,0,0,MAG,HARD,C2,2022,5.0,Saudi Arabian Grand Prix,9.0,1
97.08,3.0,1.4070000000001528,0.44299999999975626,0,0,NOR,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,10.0,1
96.881,3.0,0.44299999999975626,1.2590000000000146,0,0,GAS,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,11.0,1
97.586,3.0,1.2590000000000146,0.25400000000036016,0,0,STR,MEDIUM,C3,2022,4.0,Saudi Arabian Grand Prix,12.0,1
97.376,3.0,0.25400000000036016,0.6559999999999491,0,0,RIC,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,13.0,1
97.618,3.0,0.6559999999999491,0.95699999999988,0,0,HAM,HARD,C2,2022,4.0,Saudi Arabian Grand Prix,14.0,1
97.86,3.0,0.95699999999988,0.7350000000001273,0,0,ALB,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,15.0,1
97.564,3.0,0.7350000000001273,0.15499999999974534,0,0,ZHO,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,16.0,1
98.064,3.0,0.15499999999974534,1.8850000000002183,0,0,HUL,HARD,C2,2022,4.0,Saudi Arabian Grand Prix,17.0,1
98.121,3.0,1.8850000000002183,100.0,0,0,LAT,MEDIUM,C3,2022,3.0,Saudi Arabian Grand Prix,18.0,1
94.44,4.0,100.0,1.7270000000007713,0,0,PER,MEDIUM,C3,2022,4.0,Saudi Arabian Grand Prix,1.0,1
94.651,4.0,1.7270000000007713,1.470999999999549,0,0,LEC,MEDIUM,C3,2022,4.0,Saudi Arabian Grand Prix,2.0,1
