Driver,Coef,GP,Year
PER,0.5176461112951154,Miami Grand Prix,2023
PIA,2.079235544540696,Miami Grand Prix,2023
RIC,1.8756743463783003,Miami Grand Prix,2023
RUS,0.8777929838989401,Miami Grand Prix,2023
SAI,0.617431202834247,Miami Grand Prix,2023
SAR,1.8720226323251588,Miami Grand Prix,2023
STR,1.2702559662339499,Miami Grand Prix,2023
TSU,1.471921518208943,Miami Grand Prix,2023
VET,1.4717541421832863,Miami Grand Prix,2023
ZHO,1.5246938421092686,Miami Grand Prix,2023
VER,0.0,Spanish Grand Prix,2023
ALB,2.44165170537714,Spanish Grand Prix,2023
ALO,1.349335347381489,Spanish Grand Prix,2023
BOT,0.9625924165619095,Spanish Grand Prix,2023
DEV,1.1480153304870224,Spanish Grand Prix,2023
GAS,1.4097703293566481,Spanish Grand Prix,2023
GIO,1.9743498046863133,Spanish Grand Prix,2023
HAM,0.029945426606585085,Spanish Grand Prix,2023
HUL,1.3632698098860279,Spanish Grand Prix,2023
LAT,2.559552095731647,Spanish Grand Prix,2023
LEC,0.5573596692909883,Spanish Grand Prix,2023
MAG,1.5054404430451727,Spanish Grand Prix,2023
MAZ,3.582724051601419,Spanish Grand Prix,2023
MSC,2.2584466568194363,Spanish Grand Prix,2023
NOR,1.2955666132419867,Spanish Grand Prix,2023
OCO,1.2880766645642365,Spanish Grand Prix,2023
PER,0.47885461625300446,Spanish Grand Prix,2023
PIA,1.3205371356672426,Spanish Grand Prix,2023
RAI,1.6633120509946075,Spanish Grand Prix,2023
RIC,1.3518590396790826,Spanish Grand Prix,2023
RUS,1.0917116577873824,Spanish Grand Prix,2023
SAI,0.7129868481096929,Spanish Grand Prix,2023
SAR,2.09780214425954,Spanish Grand Prix,2023
STR,1.6143053538368808,Spanish Grand Prix,2023
TSU,1.1305373086150508,Spanish Grand Prix,2023
VET,1.7250706638120425,Spanish Grand Prix,2023
ZHO,1.1806421926221295,Spanish Grand Prix,2023
VER,0.0,Monaco Grand Prix,2023
ALB,1.1383783840431008,Monaco Grand Prix,2023
ALO,0.9883256815870425,Monaco Grand Prix,2023
BOT,1.073814965280397,Monaco Grand Prix,2023
DEV,0.8861327295140173,Monaco Grand Prix,2023
GAS,0.5213675999452185,Monaco Grand Prix,2023
GIO,1.0019897358869416,Monaco Grand Prix,2023
HAM,0.357172128102043,Monaco Grand Prix,2023
HUL,1.2378832268374511,Monaco Grand Prix,2023
LAT,0.8092583239137898,Monaco Grand Prix,2023
LEC,0.17591076429707542,Monaco Grand Prix,2023
MAG,0.9546525233896883,Monaco Grand Prix,2023
MAZ,2.7740125628971875,Monaco Grand Prix,2023
MSC,2.2781215139360427,Monaco Grand Prix,2023
NOR,0.5476711820591538,Monaco Grand Prix,2023
OCO,0.6070161648284234,Monaco Grand Prix,2023
PER,0.23329329652121378,Monaco Grand Prix,2023
PIA,1.4482998736186845,Monaco Grand Prix,2023
RAI,0.9432291671509456,Monaco Grand Prix,2023
RIC,0.9468097497330437,Monaco Grand Prix,2023
RUS,0.9733142571239153,Monaco Grand Prix,2023
SAI,0.0745130194169441,Monaco Grand Prix,2023
SAR,1.6577822932296016,Monaco Grand Prix,2023
STR,0.86522819734394,Monaco Grand Prix,2023
TSU,1.0417434718911238,Monaco Grand Prix,2023
VET,0.6944848175879876,Monaco Grand Prix,2023
ZHO,1.0053907621269786,Monaco Grand Prix,2023
VER,0.0,Canadian Grand Prix,2023
ALB,1.2624164562609754,Canadian Grand Prix,2023
ALO,0.5854921381023133,Canadian Grand Prix,2023
BOT,0.8638198463695076,Canadian Grand Prix,2023
DEV,1.5077178317018392,Canadian Grand Prix,2023
GAS,1.1410663813722612,Canadian Grand Prix,2023
HAM,0.22496768896489544,Canadian Grand Prix,2023
HUL,1.544312099562803,Canadian Grand Prix,2023
LAT,2.439184982223328,Canadian Grand Prix,2023
LEC,0.3814654424047612,Canadian Grand Prix,2023
MAG,1.502226791373194,Canadian Grand Prix,2023
MSC,0.9111769253954296,Canadian Grand Prix,2023
NOR,1.2019402005533744,Canadian Grand Prix,2023
OCO,0.9782766101718647,Canadian Grand Prix,2023
PER,0.6802776083994677,Canadian Grand Prix,2023
PIA,1.149793892258404,Canadian Grand Prix,2023
RIC,1.554643157305156,Canadian Grand Prix,2023
RUS,0.59876904315814,Canadian Grand Prix,2023
SAI,0.14429189572975407,Canadian Grand Prix,2023
SAR,1.27262872217226,Canadian Grand Prix,2023
STR,1.0549983538210546,Canadian Grand Prix,2023
TSU,1.0546720275250467,Canadian Grand Prix,2023
VET,1.0894206764901906,Canadian Grand Prix,2023
ZHO,1.2774861160765485,Canadian Grand Prix,2023
VER,0.0,British Grand Prix,2023
ALB,0.206386522969348,British Grand Prix,2023
ALO,0.25470489503001925,British Grand Prix,2023
BOT,0.045411093114188006,British Grand Prix,2023
DEV,0.8632932530794055,British Grand Prix,2023
GAS,0.4265998195907539,British Grand Prix,2023
GIO,0.9871654335175108,British Grand Prix,2023
HAM,-0.6708286650202044,British Grand Prix,2023
HUL,0.7573084640235042,British Grand Prix,2023
LAT,1.1006646873180206,British Grand Prix,2023
LEC,-0.5575977190413823,British Grand Prix,2023
MAG,0.9165253252337529,British Grand Prix,2023
MAZ,2.29977925006735,British Grand Prix,2023
MSC,1.3861363748826943,British Grand Prix,2023
NOR,-0.16383195568812603,British Grand Prix,2023
OCO,0.6768479373529139,British Grand Prix,2023
PER,-0.12818695593371832,British Grand Prix,2023
PIA,-0.3851953105030965,British Grand Prix,2023
RAI,0.8261390123766503,British Grand Prix,2023
RIC,0.4469648896190872,British Grand Prix,2023
RUS,0.3292982228686281,British Grand Prix,2023
SAI,-0.37988244286113027,British Grand Prix,2023
SAR,0.4958236740875641,British Grand Prix,2023
STR,0.6240795742981771,British Grand Prix,2023
TSU,1.055121678911993,British Grand Prix,2023
VET,0.7985949258353784,British Grand Prix,2023
ZHO,0.8140663156687147,British Grand Prix,2023
VER,0.0,Austrian Grand Prix,2023
ALB,1.057471119123857,Austrian Grand Prix,2023
ALO,0.967246603039078,Austrian Grand Prix,2023
BOT,0.6752714757923028,Austrian Grand Prix,2023
DEV,1.4962371530768952,Austrian Grand Prix,2023
GAS,0.887154482345661,Austrian Grand Prix,2023
GIO,1.2778536435817098,Austrian Grand Prix,2023
HAM,0.4690094148693211,Austrian Grand Prix,2023
HUL,0.5521759892173584,Austrian Grand Prix,2023
LAT,1.6433700359389498,Austrian Grand Prix,2023
LEC,0.4640046229702627,Austrian Grand Prix,2023
MAG,1.4290204925192571,Austrian Grand Prix,2023
MAZ,2.6873271591996883,Austrian Grand Prix,2023
MSC,1.8972038314075037,Austrian Grand Prix,2023
NOR,0.5960427635476325,Austrian Grand Prix,2023
OCO,1.2045917904334862,Austrian Grand Prix,2023
PER,0.5381908443813567,Austrian Grand Prix,2023
PIA,1.3741062985307624,Austrian Grand Prix,2023
RAI,1.1709094828936037,Austrian Grand Prix,2023
RIC,0.9973011161940836,Austrian Grand Prix,2023
RUS,0.9753480978613525,Austrian Grand Prix,2023
SAI,0.5554358329045803,Austrian Grand Prix,2023
SAR,1.3489787388247352,Austrian Grand Prix,2023
STR,1.157877335469495,Austrian Grand Prix,2023
TSU,1.181587551524149,Austrian Grand Prix,2023
VET,1.1506676335071495,Austrian Grand Prix,2023
ZHO,1.209693424410954,Austrian Grand Prix,2023
VER,0.0,Belgian Grand Prix,2023
ALB,1.989317110045392,Belgian Grand Prix,2023
ALO,1.4714692259449667,Belgian Grand Prix,2023
BOT,1.493950097984152,Belgian Grand Prix,2023
GAS,1.696146165569919,Belgian Grand Prix,2023
HAM,0.9647704494239213,Belgian Grand Prix,2023
HUL,2.2130227190544023,Belgian Grand Prix,2023
LAT,2.748650713307501,Belgian Grand Prix,2023
LEC,0.9202189594125512,Belgian Grand Prix,2023
MAG,2.2263116682774706,Belgian Grand Prix,2023
MSC,2.590784443299211,Belgian Grand Prix,2023
NOR,1.5516423603580325,Belgian Grand Prix,2023
OCO,1.4029880309891976,Belgian Grand Prix,2023
PER,0.564499438214668,Belgian Grand Prix,2023
RIC,1.6825029338697672,Belgian Grand Prix,2023
RUS,0.9165007606514277,Belgian Grand Prix,2023
SAI,1.304434256199797,Belgian Grand Prix,2023
SAR,2.077622969431618,Belgian Grand Prix,2023
STR,1.496871647066171,Belgian Grand Prix,2023
TSU,1.8581647688851393,Belgian Grand Prix,2023
VET,1.5294671426928144,Belgian Grand Prix,2023
ZHO,1.816307183413915,Belgian Grand Prix,2023
VER,0.0,Hungarian Grand Prix,2023
ALB,1.089639617630367,Hungarian Grand Prix,2023
ALO,0.4839839986975896,Hungarian Grand Prix,2023
BOT,0.7419408748524275,Hungarian Grand Prix,2023
GAS,0.8335071909731466,Hungarian Grand Prix,2023
GIO,1.2189966771440859,Hungarian Grand Prix,2023
HAM,-0.21817390391575173,Hungarian Grand Prix,2023
HUL,1.1387203822029504,Hungarian Grand Prix,2023
LAT,1.4126284242864522,Hungarian Grand Prix,2023
LEC,-0.00017746556256018558,Hungarian Grand Prix,2023
MAG,1.2887375193350383,Hungarian Grand Prix,2023
MSC,1.3622869810778415,Hungarian Grand Prix,2023
NOR,0.36005094391629017,Hungarian Grand Prix,2023
OCO,0.49031320373384213,Hungarian Grand Prix,2023
PER,-0.09442179473991519,Hungarian Grand Prix,2023
PIA,0.5075696930552309,Hungarian Grand Prix,2023
RAI,1.194703102481344,Hungarian Grand Prix,2023
RIC,1.0292180061799299,Hungarian Grand Prix,2023
RUS,0.430756048718757,Hungarian Grand Prix,2023
SAI,0.14573284699922906,Hungarian Grand Prix,2023
SAR,1.099725697502863,Hungarian Grand Prix,2023
STR,0.592305494185889,Hungarian Grand Prix,2023
TSU,1.23112752112832,Hungarian Grand Prix,2023
VET,0.3189727108437937,Hungarian Grand Prix,2023
ZHO,0.9675270971906926,Hungarian Grand Prix,2023
VER,0.0,Italian Grand Prix,2023
ALB,0.7536926799188083,Italian Grand Prix,2023
ALO,1.1034628196436473,Italian Grand Prix,2023
BOT,0.9612947804622923,Italian Grand Prix,2023
DEV,1.285335928642245,Italian Grand Prix,2023
GAS,1.253654681422583,Italian Grand Prix,2023
GIO,1.0985575934223737,Italian Grand Prix,2023
HAM,0.579956367260693,Italian Grand Prix,2023
HUL,1.313607799016614,Italian Grand Prix,2023
KUB,1.574891410775388,Italian Grand Prix,2023
LAT,1.4091210016431481,Italian Grand Prix,2023
LAW,1.0301943947507919,Italian Grand Prix,2023
LEC,0.29087507898911436,Italian Grand Prix,2023
MAG,1.8487032738273166,Italian Grand Prix,2023
MAZ,2.5945882722994,Italian Grand Prix,2023
MSC,1.7838355863468456,Italian Grand Prix,2023
NOR,0.5951725957848842,Italian Grand Prix,2023
OCO,1.400258255922238,Italian Grand Prix,2023
PER,0.31447115043271734,Italian Grand Prix,2023
PIA,0.7933538999715524,Italian Grand Prix,2023
RIC,0.8944555409972434,Italian Grand Prix,2023
RUS,0.6756892728082227,Italian Grand Prix,2023
SAI,0.4624511050844935,Italian Grand Prix,2023
SAR,1.1447060719491515,Italian Grand Prix,2023
STR,1.4326414624379578,Italian Grand Prix,2023
TSU,1.356383924719899,Italian Grand Prix,2023
VET,1.2836203205229535,Italian Grand Prix,2023
ZHO,1.2922028214987877,Italian Grand Prix,2023
VER,0.0,Singapore Grand Prix,2023
ALB,1.2155462916405504,Singapore Grand Prix,2023
ALO,0.8255954785176869,Singapore Grand Prix,2023
BOT,1.8982791661313916,Singapore Grand Prix,2023
GAS,0.8723620108724688,Singapore Grand Prix,2023
HAM,0.4585191210543816,Singapore Grand Prix,2023
HUL,0.9475938951500269,Singapore Grand Prix,2023
LAW,1.1695685666781737,Singapore Grand Prix,2023
LEC,0.17052924744427528,Singapore Grand Prix,2023
MAG,1.7183543947907545,Singapore Grand Prix,2023
MSC,1.4814097914344937,Singapore Grand Prix,2023
NOR,-0.10120825904159941,Singapore Grand Prix,2023
OCO,0.8093300128298269,Singapore Grand Prix,2023
PER,-0.028156081517112186,Singapore Grand Prix,2023
PIA,0.8885430659581292,Singapore Grand Prix,2023
RIC,1.9370865699531001,Singapore Grand Prix,2023
RUS,0.214531146919417,Singapore Grand Prix,2023
SAI,0.16494242462670897,Singapore Grand Prix,2023
SAR,1.5950905484389493,Singapore Grand Prix,2023
STR,1.462442926580167,Singapore Grand Prix,2023
VET,0.6073368438718211,Singapore Grand Prix,2023
ZHO,2.071586010677849,Singapore Grand Prix,2023
VER,0.0,Japanese Grand Prix,2023
ALB,2.6248747075454895,Japanese Grand Prix,2023
ALO,1.2568436376604475,Japanese Grand Prix,2023
BOT,6.883047585477567,Japanese Grand Prix,2023
GAS,1.3977862102274967,Japanese Grand Prix,2023
HAM,0.9705826666998736,Japanese Grand Prix,2023
HUL,1.733720104584798,Japanese Grand Prix,2023
LAW,1.7358954944730844,Japanese Grand Prix,2023
LEC,0.8003895600336436,Japanese Grand Prix,2023
MAG,1.9746474772153146,Japanese Grand Prix,2023
NOR,0.3320513092354782,Japanese Grand Prix,2023
OCO,1.3314657392137774,Japanese Grand Prix,2023
PER,2.12082341809769,Japanese Grand Prix,2023
PIA,0.7936844471416886,Japanese Grand Prix,2023
RUS,0.9643311811356693,Japanese Grand Prix,2023
SAI,0.8011537493771325,Japanese Grand Prix,2023
SAR,2.9948522283343433,Japanese Grand Prix,2023
STR,1.7660644045462024,Japanese Grand Prix,2023
TSU,1.8023294488612824,Japanese Grand Prix,2023
ZHO,1.9891624485992834,Japanese Grand Prix,2023
VER,0.0,Dutch Grand Prix,2023
ALB,1.3026109444750835,Dutch Grand Prix,2023
ALO,0.8418216152553453,Dutch Grand Prix,2023
BOT,1.0951327434311713,Dutch Grand Prix,2023
GAS,0.9872725977290635,Dutch Grand Prix,2023
GIO,1.7021330139271376,Dutch Grand Prix,2023
HAM,0.14501808143229766,Dutch Grand Prix,2023
HUL,1.238465000731738,Dutch Grand Prix,2023
KUB,2.1101654431195787,Dutch Grand Prix,2023
LAT,2.2267068915546293,Dutch Grand Prix,2023
LAW,1.5937681457254995,Dutch Grand Prix,2023
LEC,1.003735867169547,Dutch Grand Prix,2023
MAG,1.6841729678784905,Dutch Grand Prix,2023
MAZ,2.355375120846782,Dutch Grand Prix,2023
MSC,2.1856618829290895,Dutch Grand Prix,2023
NOR,0.8602030913953458,Dutch Grand Prix,2023
OCO,1.1536487747520896,Dutch Grand Prix,2023
PER,0.6532388742173723,Dutch Grand Prix,2023
PIA,0.8855806990074453,Dutch Grand Prix,2023
RIC,1.596614024218134,Dutch Grand Prix,2023
RUS,0.8893364399548584,Dutch Grand Prix,2023
SAI,1.0279473690037504,Dutch Grand Prix,2023
SAR,2.8382190247988235,Dutch Grand Prix,2023
STR,1.360796862221548,Dutch Grand Prix,2023
TSU,1.597434080121742,Dutch Grand Prix,2023
VET,1.440131979623333,Dutch Grand Prix,2023
ZHO,1.669152745854916,Dutch Grand Prix,2023
VER,0.0,Qatar Grand Prix,2023
ALB,1.5534976254686805,Qatar Grand Prix,2023
ALO,0.843241016512061,Qatar Grand Prix,2023
BOT,1.3641222340944021,Qatar Grand Prix,2023
GAS,1.2260460594216902,Qatar Grand Prix,2023
GIO,2.060538171110749,Qatar Grand Prix,2023
HAM,-0.2968742221244204,Qatar Grand Prix,2023
HUL,1.6131028733026678,Qatar Grand Prix,2023
LAT,2.1369292325083515,Qatar Grand Prix,2023
LAW,2.676513171876976,Qatar Grand Prix,2023
LEC,1.0325772436956693,Qatar Grand Prix,2023
MAG,2.1732231071605796,Qatar Grand Prix,2023
MAZ,3.4134796673071706,Qatar Grand Prix,2023
MSC,2.4088692914998453,Qatar Grand Prix,2023
NOR,0.4963227148793229,Qatar Grand Prix,2023
OCO,1.0959122372993666,Qatar Grand Prix,2023
PER,0.8758891427033788,Qatar Grand Prix,2023
PIA,0.17484483440841705,Qatar Grand Prix,2023
RAI,1.6714537399319882,Qatar Grand Prix,2023
RIC,1.9901484575490487,Qatar Grand Prix,2023
RUS,1.2356477309101774,Qatar Grand Prix,2023
SAI,1.2022532962655548,Qatar Grand Prix,2023
SAR,1.8815607278134905,Qatar Grand Prix,2023
STR,1.3401987990698117,Qatar Grand Prix,2023
TSU,1.7748761542841585,Qatar Grand Prix,2023
VET,1.2865239086617666,Qatar Grand Prix,2023
ZHO,1.391614920728366,Qatar Grand Prix,2023
VER,0.0,United States Grand Prix,2023
ALB,1.6317991435397843,United States Grand Prix,2023
ALO,1.354309414971878,United States Grand Prix,2023
BOT,1.2793570039005093,United States Grand Prix,2023
GAS,1.4808058726669024,United States Grand Prix,2023
GIO,1.9177971289237563,United States Grand Prix,2023
HAM,0.13468635109580918,United States Grand Prix,2023
HUL,1.686610712450224,United States Grand Prix,2023
LAT,2.6551168471068047,United States Grand Prix,2023
LEC,0.6354283515408881,United States Grand Prix,2023
MAG,2.17040552828313,United States Grand Prix,2023
MAZ,4.291337773437055,United States Grand Prix,2023
MSC,2.655725761735316,United States Grand Prix,2023
NOR,0.9561913435203593,United States Grand Prix,2023
OCO,2.05552820357671,United States Grand Prix,2023
PER,0.4484643643635189,United States Grand Prix,2023
PIA,0.9290702895406877,United States Grand Prix,2023
RAI,1.8702455165068308,United States Grand Prix,2023
RIC,1.727326568039944,United States Grand Prix,2023
RUS,1.275530163603312,United States Grand Prix,2023
SAI,0.6858034191144302,United States Grand Prix,2023
SAR,1.6616038805940487,United States Grand Prix,2023
STR,1.700491432663899,United States Grand Prix,2023
TSU,1.6435352684167817,United States Grand Prix,2023
VET,1.6595546501861518,United States Grand Prix,2023
ZHO,1.9835514793454474,United States Grand Prix,2023
VER,0.0,São Paulo Grand Prix,2023
ALB,1.7003310320911948,São Paulo Grand Prix,2023
ALO,0.6541439415240582,São Paulo Grand Prix,2023
BOT,0.5660466968963347,São Paulo Grand Prix,2023
GAS,0.9293510906174021,São Paulo Grand Prix,2023
GIO,1.6106633481836554,São Paulo Grand Prix,2023
HAM,0.10662699679325008,São Paulo Grand Prix,2023
HUL,1.6163242482413016,São Paulo Grand Prix,2023
LAT,1.9787805844730353,São Paulo Grand Prix,2023
LEC,0.3464828227297876,São Paulo Grand Prix,2023
MAZ,2.641433384287795,São Paulo Grand Prix,2023
MSC,1.8048959369586512,São Paulo Grand Prix,2023
NOR,0.4269567386999502,São Paulo Grand Prix,2023
OCO,1.038830353554175,São Paulo Grand Prix,2023
PER,0.15672276085672066,São Paulo Grand Prix,2023
PIA,1.0240461777907863,São Paulo Grand Prix,2023
RAI,1.0975588959146,São Paulo Grand Prix,2023
RIC,0.880390461655182,São Paulo Grand Prix,2023
RUS,0.8972881629148675,São Paulo Grand Prix,2023
SAI,0.39656678918577964,São Paulo Grand Prix,2023
SAR,1.598794295000545,São Paulo Grand Prix,2023
STR,0.9837510100669137,São Paulo Grand Prix,2023
TSU,1.3784657524628,São Paulo Grand Prix,2023
VET,1.0225561975202966,São Paulo Grand Prix,2023
ZHO,1.268454544850876,São Paulo Grand Prix,2023
VER,0.0,Mexico City Grand Prix,2023
ALB,1.4122515399373627,Mexico City Grand Prix,2023
ALO,1.301974438775759,Mexico City Grand Prix,2023
BOT,1.2309922924446757,Mexico City Grand Prix,2023
GAS,1.0076891438815676,Mexico City Grand Prix,2023
GIO,1.44613960110376,Mexico City Grand Prix,2023
HAM,0.0791630670684187,Mexico City Grand Prix,2023
HUL,1.476143664553307,Mexico City Grand Prix,2023
LAT,2.606772826660409,Mexico City Grand Prix,2023
LEC,0.746673842412179,Mexico City Grand Prix,2023
MAG,1.9036387076201635,Mexico City Grand Prix,2023
MAZ,3.384673906674307,Mexico City Grand Prix,2023
MSC,1.8893841073368483,Mexico City Grand Prix,2023
NOR,0.9575668156910093,Mexico City Grand Prix,2023
OCO,1.3630332062780446,Mexico City Grand Prix,2023
PER,-0.08013178607630922,Mexico City Grand Prix,2023
PIA,0.8479977770286158,Mexico City Grand Prix,2023
RAI,1.006235711961464,Mexico City Grand Prix,2023
RIC,1.0921518539374202,Mexico City Grand Prix,2023
RUS,0.7884549361038222,Mexico City Grand Prix,2023
SAI,0.6741024982510793,Mexico City Grand Prix,2023
SAR,1.5926340842593025,Mexico City Grand Prix,2023
STR,1.5886221306578945,Mexico City Grand Prix,2023
TSU,1.2442322825245051,Mexico City Grand Prix,2023
VET,1.1878586281254635,Mexico City Grand Prix,2023
ZHO,1.5797212910006475,Mexico City Grand Prix,2023
VER,0.0,Abu Dhabi Grand Prix,2023
ALB,1.180675624885595,Abu Dhabi Grand Prix,2023
ALO,0.8072449870649843,Abu Dhabi Grand Prix,2023
BOT,1.2300106753131832,Abu Dhabi Grand Prix,2023
GAS,1.1047822859532601,Abu Dhabi Grand Prix,2023
GIO,1.7127939070854359,Abu Dhabi Grand Prix,2023
HAM,0.13172644496172684,Abu Dhabi Grand Prix,2023
HUL,1.3406983127783956,Abu Dhabi Grand Prix,2023
LAT,2.1228850788989604,Abu Dhabi Grand Prix,2023
LEC,0.42678240619682717,Abu Dhabi Grand Prix,2023
MAG,1.8136526143907934,Abu Dhabi Grand Prix,2023
MSC,1.7986304921988672,Abu Dhabi Grand Prix,2023
NOR,0.5470691636179977,Abu Dhabi Grand Prix,2023
