Driver,Coef,GP,Year
OCO,0.8700227893271333,Abu Dhabi Grand Prix,2023
PER,-0.004030089517954447,Abu Dhabi Grand Prix,2023
PIA,0.44317810757954135,Abu Dhabi Grand Prix,2023
RAI,1.9587407330450277,Abu Dhabi Grand Prix,2023
RIC,0.9169546356274977,Abu Dhabi Grand Prix,2023
RUS,0.4439394018490878,Abu Dhabi Grand Prix,2023
SAI,0.572123940060375,Abu Dhabi Grand Prix,2023
SAR,1.2540848091290895,Abu Dhabi Grand Prix,2023
STR,1.0228628738207848,Abu Dhabi Grand Prix,2023
TSU,0.7569992906443963,Abu Dhabi Grand Prix,2023
VET,1.1010248421016147,Abu Dhabi Grand Prix,2023
ZHO,1.2165255401362083,Abu Dhabi Grand Prix,2023
VER,0.0,Las Vegas Grand Prix,2023
ALB,1.0027740991476979,Las Vegas Grand Prix,2023
ALO,0.8852030674053218,Las Vegas Grand Prix,2023
BOT,3.14476557467809,Las Vegas Grand Prix,2023
GAS,0.8950494820047366,Las Vegas Grand Prix,2023
HAM,0.5704975273504811,Las Vegas Grand Prix,2023
HUL,1.430228935754892,Las Vegas Grand Prix,2023
LEC,-0.03892094957548848,Las Vegas Grand Prix,2023
MAG,1.254255970375277,Las Vegas Grand Prix,2023
OCO,0.5191746878563012,Las Vegas Grand Prix,2023
PER,-0.03381958269435285,Las Vegas Grand Prix,2023
PIA,0.317390364651176,Las Vegas Grand Prix,2023
RIC,1.715379011391818,Las Vegas Grand Prix,2023
RUS,0.2782307964573537,Las Vegas Grand Prix,2023
SAI,0.6440590495597881,Las Vegas Grand Prix,2023
SAR,1.2376214088704678,Las Vegas Grand Prix,2023
STR,0.6741992244080165,Las Vegas Grand Prix,2023
TSU,2.5893823044378794,Las Vegas Grand Prix,2023
ZHO,1.4169763588308895,Las Vegas Grand Prix,2023
