gp_idx,reward_type,final_position,total_time,points,changed_compound
0,mix,2,5606.499087550526,18,True
0,mix,3,5613.834743899089,15,True
0,mix,3,5615.784831793643,15,True
0,mix,6,5641.1743863972915,8,True
0,mix,6,5629.040935035631,8,True
0,mix,9,5658.468712962704,2,True
0,mix,3,5606.929190183669,15,True
0,mix,7,5617.609138907523,6,True
0,mix,14,5735.927557085357,0,True
0,mix,7,5711.609580964857,6,True
0,mix,7,5677.190632687856,6,True
0,mix,14,5765.635356714125,0,True
0,mix,10,5680.870962839832,1,True
0,mix,10,5708.600345489802,1,True
0,mix,10,5690.630093782687,1,True
0,mix,5,5629.392646221995,10,True
0,mix,4,5648.0361939858585,12,True
0,mix,3,5685.11222887913,15,True
0,mix,7,5659.067800955259,6,True
0,mix,7,5638.269722195109,6,True
0,mix,5,5692.490733762431,10,True
0,mix,9,5665.464301193035,2,True
0,mix,8,5671.61942899032,4,True
0,mix,8,5672.50399175413,4,True
0,mix,7,5679.501998364304,6,True
0,mix,4,5613.7909729635485,12,True
0,mix,8,5695.5067456744555,4,True
0,mix,4,5639.595730637065,12,True
0,mix,8,5673.444686678476,4,True
0,mix,9,5689.489663387724,2,True
0,mix,6,5688.115712540493,8,True
0,mix,10,5716.0742427127925,1,True
0,mix,5,5693.479037334676,10,True
0,mix,5,5655.1060923240475,10,True
0,mix,5,5627.609885809403,10,True
0,mix,10,5690.278315094459,1,True
0,mix,5,5614.4765576921545,10,True
0,mix,4,5610.457172070083,12,True
0,mix,6,5695.592432462976,8,True
0,mix,5,5641.8708205933535,10,True
0,mix,8,5699.766916701551,4,True
0,mix,4,5668.1270929865495,12,True
0,mix,6,5632.901979906459,8,True
0,mix,10,5678.200555327888,1,True
0,mix,16,5753.1644695871,0,True
0,mix,7,5642.379986589964,6,True
0,mix,2,5589.663115459695,18,True
0,mix,6,5668.303588733594,8,True
0,mix,6,5679.992985932205,8,True
0,mix,3,5584.1767638094725,15,True
0,mix,17,5779.708598728999,0,True
0,mix,4,5609.229912806519,12,True
0,mix,13,5733.154108130256,0,True
0,mix,8,5668.01326071934,4,True
0,mix,12,5692.65821152344,0,True
0,mix,4,5693.562314078237,12,True
0,mix,12,5722.585869469849,0,True
0,mix,5,5632.816102496259,10,True
0,mix,1,5602.66675508685,25,True
0,mix,6,5703.1835167384315,8,True
0,mix,5,5671.315441510279,10,True
0,mix,7,5632.950420508465,6,True
0,mix,6,5676.500291659239,8,True
0,mix,13,5737.106789921172,0,True
0,mix,2,5592.969930011617,18,True
0,mix,9,5655.80942296795,2,True
0,mix,7,5652.091525249343,6,True
0,mix,8,5676.09459543003,4,True
0,mix,5,5652.457159538653,10,True
0,mix,9,5688.275692976461,2,True
0,mix,4,5615.70907034041,12,True
0,mix,5,5671.619990028134,10,True
0,mix,13,5743.313956769931,0,True
0,mix,4,5700.14928086535,12,True
0,mix,6,5662.709349636922,8,True
0,mix,4,5650.619744673718,12,True
0,mix,9,5703.344332274417,2,True
0,mix,6,5645.194988254231,8,True
0,mix,8,5662.19231247787,4,True
0,mix,6,5648.823951768428,8,True
0,mix,6,5647.584043682373,8,True
0,mix,6,5711.446013578517,8,True
0,mix,10,5709.867298694961,1,True
0,mix,9,5706.036428083424,2,True
0,mix,4,5671.182325826506,12,True
0,mix,3,5626.890407689602,15,True
0,mix,5,5628.011212413323,10,True
0,mix,10,5715.674021900767,1,True
0,mix,6,5652.841473165,8,True
0,mix,9,5647.817004741996,2,True
0,mix,11,5697.788133087147,0,True
0,mix,3,5584.457176073744,15,True
0,mix,7,5640.598900030239,6,True
0,mix,7,5663.162784258546,6,True
0,mix,5,5617.280989532399,10,True
0,mix,8,5683.513082816793,4,True
0,mix,6,5666.232640460487,8,True
0,mix,7,5659.318496247192,6,True
0,mix,6,5663.022237194378,8,True
0,mix,5,5640.173705732449,10,True
0,mix,1,5611.80210223381,25,True
0,mix,7,5691.167285675784,6,True
0,mix,2,5622.845259248186,18,True
0,mix,1,5621.831714769445,25,True
0,mix,7,5646.018578013339,6,True
0,time,11,5690.05363422441,0,True
0,time,20,5781.601004375773,0,True
0,time,5,5643.59603687235,10,True
0,time,6,5664.426240480673,8,True
0,time,8,5685.7924976599525,4,True
0,time,5,5659.21918663474,10,True
0,time,7,5697.840823262295,6,True
0,time,12,5748.6510193720305,0,True
0,time,8,5705.080561088874,4,True
0,time,8,5685.309356055772,4,True
0,time,13,5723.287730258695,0,True
0,time,10,5688.424433878075,1,True
0,time,3,5679.542797176822,15,True
0,time,6,5658.308879021671,8,True
0,time,5,5654.908082146938,10,True
0,time,6,5693.6033252135685,8,True
0,time,6,5659.786595534592,8,True
0,time,10,5713.244810183866,1,True
0,time,6,5656.813185388825,8,True
0,time,14,5753.710351024449,0,True
0,time,8,5689.226494120019,4,True
0,time,13,5734.056709963454,0,True
0,time,9,5674.41453149392,2,True
0,time,5,5630.114416959131,10,True
0,time,10,5710.145534429376,1,True
0,time,6,5641.777671656306,8,True
0,time,12,5702.380515753444,0,True
0,time,14,5749.691762554954,0,True
0,time,15,5739.172448782303,0,True
0,time,14,5721.964286413464,0,True
0,time,9,5725.315003744158,2,True
0,time,9,5724.392702985208,2,True
0,time,14,5735.021600127023,0,True
0,time,5,5664.548593905069,10,True
0,time,9,5710.852410407483,2,True
0,time,9,5660.2757478118165,2,True
0,time,12,5771.319210471509,0,True
0,time,16,5745.475187181609,0,True
0,time,3,5633.582216222195,15,True
0,time,8,5697.345891503062,4,True
0,time,3,5623.003348647,15,True
0,time,4,5665.87904916335,12,True
0,time,20,5778.471189246937,0,True
0,time,5,5639.528095265928,10,True
0,time,9,5672.024576176156,2,True
0,time,1,5628.711723253646,25,True
0,time,14,5763.803544987001,0,True
0,time,9,5678.501673185328,2,True
0,time,6,5682.794935553337,8,True
0,time,9,5714.6510915259305,2,True
0,time,7,5721.000675723479,6,True
0,time,8,5638.953557192837,4,True
0,time,8,5678.451054415428,4,True
0,time,12,5702.404559639443,0,True
0,time,4,5626.868817296597,12,True
0,time,14,5718.540641717821,0,True
0,time,4,5651.842230825818,12,True
0,time,9,5700.188297835836,2,True
0,time,10,5699.752004376855,1,True
0,time,11,5686.2900255331515,0,True
0,time,20,5770.4663018082565,0,True
0,time,7,5646.7582329874085,6,True
0,time,8,5678.622264862042,4,True
0,time,13,5711.1657030095175,0,True
0,time,7,5636.301852251156,6,True
0,time,11,5735.7526271037505,0,True
0,time,7,5689.9882622050245,6,True
0,time,5,5612.401589770704,10,True
0,time,5,5652.120079145798,10,True
0,time,9,5699.483735163196,2,True
0,time,8,5700.84035662409,4,True
0,time,4,5648.954404908093,12,True
0,time,3,5621.725748513442,15,True
0,time,12,5704.340449263986,0,True
0,time,13,5754.677179505998,0,True
0,time,5,5631.92075826725,10,True
0,time,17,5780.341705237988,0,True
0,time,6,5681.034942692316,8,True
0,time,5,5717.0574153110665,10,True
0,time,8,5681.946005894471,4,True
0,time,3,5621.204694518505,15,True
0,time,10,5703.0250129743,1,True
0,time,11,5736.970697072247,0,True
0,time,5,5653.478019460502,10,True
0,time,6,5651.702107499831,8,True
0,time,10,5700.081640434454,1,True
0,time,9,5714.968623234199,2,True
0,time,15,5740.202610865548,0,True
0,time,20,5797.060048581661,0,True
0,time,7,5667.907634133708,6,True
0,time,10,5687.176135101121,1,True
0,time,9,5685.323850383769,2,True
0,time,12,5732.604057702372,0,True
0,time,10,5723.671822182522,1,True
0,time,7,5688.652544761093,6,True
0,time,11,5689.1644847868965,0,True
0,time,2,5587.614003483555,18,True
0,time,10,5743.699500673693,1,True
0,time,6,5670.97613132961,8,True
0,time,9,5658.011402153714,2,True
0,time,11,5747.460289051243,0,True
0,time,3,5610.226970107106,15,True
0,time,16,5777.007021305508,0,True
