gp_idx,reward_type,final_position,total_time,points,changed_compound
0,mix,5,5668.101223469818,10,True
0,mix,4,5778.856706801714,12,True
0,mix,2,5603.859716665193,18,True
0,mix,3,5668.481313614414,15,True
0,mix,5,5763.431586122036,10,True
0,mix,8,5665.875425798542,4,True
0,mix,6,5691.559725511923,8,True
0,mix,3,5607.795694337944,15,True
0,mix,8,5789.5363162815665,4,True
0,mix,11,5841.675853406548,0,True
0,mix,3,5662.424201714382,15,True
0,mix,6,5677.032599774257,8,True
0,mix,5,5648.366653231354,10,True
0,mix,8,5847.633607646772,4,True
0,mix,11,5719.849086231561,0,True
0,mix,6,5670.3204996913455,8,True
0,mix,7,5749.703916112261,6,True
0,mix,3,5631.936458088425,15,True
0,mix,10,5898.790923069717,1,True
0,mix,3,5620.830407394339,15,True
0,mix,4,5718.733884016428,12,True
0,mix,3,5760.329301013126,15,True
0,mix,8,5677.019642159546,4,True
0,mix,8,5702.500213282336,4,True
0,mix,10,5750.913963059265,1,True
0,mix,9,5800.33952714483,2,True
0,mix,7,5797.032529143516,6,True
0,mix,13,5764.05922777766,0,True
