gp_idx,algo,display_name,real_starting_pos,real_finishing_pos,final_position,total_reward,pit_stops,changed_compound
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2689.3564224243164,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-428.26536560058594,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3582.4606857299805,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1168.7716445922852,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,5,328.1838150024414,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1186.6418838500977,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1937.8666458129885,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1931.1925506591797,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1171.4881057739258,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3136.095634460449,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-410.4628601074219,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3144.091407775879,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1945.9286041259768,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2682.786193847656,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,17,-4493.989074707031,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3601.670883178711,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2671.1714935302734,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3127.311309814453,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1935.044677734375,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1177.6557006835938,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1916.4331817626953,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3135.7596893310547,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-425.0164108276367,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1932.861442565918,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3585.161491394043,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1931.4068222045896,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1923.0962677001953,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2680.173194885254,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1188.4117965698242,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1184.269027709961,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1180.0354919433594,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1172.2837295532229,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1922.784278869629,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1930.1527862548828,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,12,-3746.6304473876953,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,19,-4794.891548156738,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2682.7388305664062,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1924.7894134521484,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1927.0949325561523,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1924.3456954956057,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1175.3410339355469,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2676.0472564697266,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1926.4871673583984,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,12,-3739.5048065185542,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3140.467384338379,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,13,-3883.005905151367,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1176.691864013672,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1924.69384765625,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2673.79532623291,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1178.9303894042969,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2672.1390838623047,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-423.0794448852539,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1172.6407470703125,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3138.8253784179688,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2687.430877685547,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3140.4271240234375,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1172.9129486083984,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1178.8468399047852,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1926.6775207519531,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-422.8980865478515,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,16,-4347.593475341797,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1928.0510330200195,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1919.3232650756836,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,19,-4801.5404052734375,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,12,-3738.00382232666,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1925.1472930908203,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,13,-3885.135009765625,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1162.4506759643557,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1174.5681457519531,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1923.7642440795896,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3125.4563064575195,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,13,-3898.991485595703,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,18,-4658.759994506836,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1932.1657180786133,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-427.47872161865234,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,14,-4048.085441589355,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2681.207504272461,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,19,-4794.231101989746,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3582.6634216308594,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1921.576316833496,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1174.8223190307615,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1926.118507385254,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3595.865753173828,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3582.4764862060547,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1184.429557800293,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2671.3647994995117,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,5,337.4141311645508,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2692.2623977661133,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,14,-4036.638778686523,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3589.2365798950195,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1178.234146118164,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2686.483352661133,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2672.161666870117,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2677.371192932129,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,4,1082.7625732421875,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2686.0355911254883,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,5,329.8748092651367,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1920.6667404174805,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1929.9087753295896,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1182.2273178100586,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1178.1534423828125,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2679.062110900879,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1170.2549514770508,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,12,-3741.101684570313,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3139.102432250977,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2684.331069946289,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3590.559013366699,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1937.5810470581057,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2672.952651977539,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,12,-3735.959129333496,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1174.0807723999023,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-412.310432434082,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1923.6172561645508,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2693.851669311523,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2675.732391357422,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1935.036148071289,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1923.5639190673828,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,12,-3742.840171813965,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,12,-3735.096618652344,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1923.6380157470703,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2687.6353454589844,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1926.9632949829104,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2686.898582458496,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3136.4062118530273,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3124.163719177246,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2675.5621490478516,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1921.6926651000977,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3140.686996459961,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2678.4873428344727,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,10,-3125.138229370117,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2684.8888931274414,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1927.3251419067385,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1924.3824768066409,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2680.093521118164,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2683.958999633789,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1926.4269256591797,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1174.4851760864258,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,13,-3891.165390014648,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2672.462387084961,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1188.472396850586,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1936.0897521972656,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2681.610321044922,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,18,-4647.052909851074,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1946.7361679077148,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1170.747589111328,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1175.2457122802734,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,15,-4205.161354064941,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2680.0565490722656,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-434.83797454833984,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-425.4730987548828,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2688.133590698242,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3582.624198913574,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,12,-3739.7423782348633,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-418.6034469604492,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1177.2967376708984,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2676.387275695801,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,9,-2676.1644287109375,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,13,-3886.603691101074,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,13,-3892.8128814697266,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1932.951156616211,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1170.1710891723633,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1175.7064666748047,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,11,-3588.5647888183594,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,6,-416.4447250366211,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,5,332.5319137573242,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,12,-3738.1734466552734,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1174.7162628173828,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1929.0261993408203,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,8,-1925.1788940429688,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1168.2513885498047,1,True
1,A2C,Saudi Arabian GP (NOR),6,8,7,-1171.7275466918943,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4558.966819763184,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-5026.0644454956055,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4463.834625244141,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5172.59725189209,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-10293.300262451172,0,False
1,DQN,Saudi Arabian GP (NOR),6,8,17,-5130.308891296387,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,12,-3845.002082824707,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,6,-428.1057662963867,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5487.9034996032715,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-2279.4313354492188,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,15,-4516.503082275391,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-4826.955017089844,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,15,-5073.4632568359375,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5801.342525482178,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,10,-3456.111618041992,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5383.902114868164,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-4972.720527648926,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2691.7330169677734,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,7,-1744.1444549560547,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2890.8927459716797,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4362.820159912109,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-1937.8740310668943,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5801.497447967529,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,15,-4195.9292068481445,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4347.263145446777,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,6,-417.7064971923828,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2672.7089614868164,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-4714.239807128906,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4579.279022216797,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-10288.306671142578,0,False
1,DQN,Saudi Arabian GP (NOR),6,8,12,-3945.916877746582,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3606.31982421875,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-4867.932960510254,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3794.517776489258,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4262.156524658203,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,12,-3944.951202392578,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,19,-5238.308135986328,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4912.042549133301,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-1924.3645629882812,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5378.0715408325195,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-5076.613426208496,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,13,-4324.75537109375,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-5079.987129211426,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3787.165809631348,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-1927.4120025634768,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,19,-5015.939750671387,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-10728.617469787598,0,False
1,DQN,Saudi Arabian GP (NOR),6,8,18,-4866.8482666015625,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-5467.4953536987305,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-1923.9592590332031,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-4497.529121398926,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,19,-5328.179397583008,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5495.750026702881,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,12,-3747.7382049560542,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,15,-4520.218109130859,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,19,-5444.699668884277,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-4718.834716796875,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5591.101680755615,4,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4560.840446472168,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,7,-1175.8738327026367,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-2134.624557495117,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5687.730846405029,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4566.178993225098,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4569.414810180664,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5802.136016845703,5,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-5016.399139404297,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5586.548854827881,4,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-6019.13179397583,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,13,-4000.7919158935542,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,13,-4104.249114990234,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,19,-5224.4315185546875,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-1932.0838012695312,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,10,-3563.8565826416016,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5387.298442840576,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5594.262966156006,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4464.459449768066,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4267.271759033203,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,12,-3748.763870239258,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-10544.040092468262,0,False
1,DQN,Saudi Arabian GP (NOR),6,8,11,-4006.473907470703,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-4494.051513671875,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,13,-3898.707984924317,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,12,-4159.126007080078,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,10,-3131.101737976074,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,12,-3951.874153137207,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5377.178932189941,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,7,-1378.007781982422,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,19,-5211.884765625,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5376.104194641113,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,15,-4406.454795837402,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3590.853446960449,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4265.00577545166,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-2124.261260986328,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-3028.4898834228516,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5594.830944061279,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,10,-3344.048179626465,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,15,-4614.512634277344,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4046.199653625488,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,13,-4445.083190917969,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5584.508583068848,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,19,-5336.357238769531,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3591.6068572998047,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,7,-1165.3014831542969,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2694.6448364257812,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-4500.141784667969,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-1930.6477966308591,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,13,-4108.077980041504,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2898.0009231567383,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5491.726470947266,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4265.001358032227,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5385.569103240967,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5586.193012237549,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-4709.009811401367,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2895.7040481567383,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-5084.281768798828,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,7,-1190.9150390625,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-5331.072959899902,4,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-5283.201889038086,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5161.747344970703,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,13,-4101.908798217773,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,7,-1180.5406112670898,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5602.5295333862305,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5596.490562438965,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3599.877471923828,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,13,-3896.6115951538086,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5599.2382736206055,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5378.186923980713,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,10,-3355.7740478515625,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-4769.707649230957,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3587.298797607422,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4248.911865234375,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2672.228988647461,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,17,-4722.974189758301,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,10,-3137.0447998046875,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2685.5259704589844,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5809.963523864746,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4775.362945556641,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5595.521709442139,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,10,-3349.7276611328125,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-1947.359031677246,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-5179.868858337402,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4866.698661804199,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,7,-1169.9704132080078,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5604.437294006348,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,10,-3135.7955017089844,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4554.5491943359375,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2887.281669616699,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-6027.193248748779,3,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-4664.789947509766,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5156.600063323975,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3810.319694519043,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,19,-5230.549652099609,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4045.726287841797,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,6,-427.94630432128906,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,6,-420.8525390625,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,16,-4566.356544494629,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5389.944885253906,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,6,-424.09156036376953,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3598.7586975097656,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-1937.47566986084,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-4651.612937927246,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,10,-3138.438720703125,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,9,-2684.3598556518555,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,12,-3853.4312591552734,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,14,-4043.368850708008,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,4,1069.3747787475586,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,7,-1174.543914794922,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,18,-5071.568412780762,2,True
1,DQN,Saudi Arabian GP (NOR),6,8,20,-5594.196407318115,4,True
1,DQN,Saudi Arabian GP (NOR),6,8,13,-4108.388252258301,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,8,-1920.707405090332,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,7,-1177.848274230957,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,4,1076.8755264282229,1,True
1,DQN,Saudi Arabian GP (NOR),6,8,11,-3588.2259521484375,1,True
