gp_idx,algo,display_name,final_position,total_reward,pit_stops,changed_compound
0,RecurrentPPO,Bahrain GP (ALO),12,-4633.974227905273,2,True
0,RecurrentPPO,Bahrain GP (ALO),10,-4374.666366577148,1,True
0,RecurrentPPO,Bahrain GP (ALO),5,-692.9607849121094,1,True
0,RecurrentPPO,Bahrain GP (ALO),3,1087.4313201904297,1,True
0,RecurrentPPO,Bahrain GP (ALO),1,4512.690017700195,1,True
0,RecurrentPPO,Bahrain GP (ALO),2,2070.715530395508,1,True
0,RecurrentPPO,Bahrain GP (ALO),7,-2282.8478622436523,3,True
0,RecurrentPPO,Bahrain GP (ALO),12,-4627.92512512207,1,True
0,RecurrentPPO,Bahrain GP (ALO),3,1115.1574172973633,1,True
0,RecurrentPPO,Bahrain GP (ALO),11,-4481.316253662109,1,True
0,RecurrentPPO,Bahrain GP (ALO),6,-1427.5745391845703,1,True
0,RecurrentPPO,Bahrain GP (ALO),4,186.29024505615232,1,True
0,RecurrentPPO,Bahrain GP (ALO),4,77.35755157470703,2,True
0,RecurrentPPO,Bahrain GP (ALO),3,870.4947738647461,1,True
0,RecurrentPPO,Bahrain GP (ALO),3,1101.001350402832,1,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3605.0384063720703,1,True
0,RecurrentPPO,Bahrain GP (ALO),4,182.76576232910156,2,True
0,RecurrentPPO,Bahrain GP (ALO),15,-5201.36735534668,1,True
0,RecurrentPPO,Bahrain GP (ALO),10,-4044.3517837524414,2,True
0,RecurrentPPO,Bahrain GP (ALO),10,-4148.368492126465,1,True
0,RecurrentPPO,Bahrain GP (ALO),5,-674.1912078857422,1,True
0,RecurrentPPO,Bahrain GP (ALO),2,2069.422966003418,2,True
0,RecurrentPPO,Bahrain GP (ALO),1,4530.790061950684,1,True
0,RecurrentPPO,Bahrain GP (ALO),6,-1534.4963455200195,2,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3695.117744445801,2,True
0,RecurrentPPO,Bahrain GP (ALO),8,-2815.436424255371,2,True
0,RecurrentPPO,Bahrain GP (ALO),3,1120.2445907592771,1,True
0,RecurrentPPO,Bahrain GP (ALO),5,-593.4915008544922,1,True
0,RecurrentPPO,Bahrain GP (ALO),6,-1350.517120361328,1,True
0,RecurrentPPO,Bahrain GP (ALO),6,-1436.435531616211,2,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3678.1803283691406,2,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3615.172103881836,1,True
0,RecurrentPPO,Bahrain GP (ALO),3,1008.8809127807616,1,True
0,RecurrentPPO,Bahrain GP (ALO),6,-1323.4069442749023,2,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3680.0091094970703,2,True
0,RecurrentPPO,Bahrain GP (ALO),4,165.3379135131836,1,True
0,RecurrentPPO,Bahrain GP (ALO),6,-1329.5184326171875,1,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3787.506202697754,2,True
0,RecurrentPPO,Bahrain GP (ALO),4,-50.00563049316406,2,True
0,RecurrentPPO,Bahrain GP (ALO),3,1232.6528930664062,1,True
0,RecurrentPPO,Bahrain GP (ALO),1,4310.774024963379,1,True
0,RecurrentPPO,Bahrain GP (ALO),8,-2832.3705291748047,1,True
0,RecurrentPPO,Bahrain GP (ALO),10,-4261.489418029785,1,True
0,RecurrentPPO,Bahrain GP (ALO),3,1208.302215576172,1,True
0,RecurrentPPO,Bahrain GP (ALO),5,-577.9433670043945,2,True
0,RecurrentPPO,Bahrain GP (ALO),13,-4778.36296081543,1,True
0,RecurrentPPO,Bahrain GP (ALO),3,1196.3731307983398,1,True
0,RecurrentPPO,Bahrain GP (ALO),15,-5109.907157897949,1,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3595.50203704834,1,True
0,RecurrentPPO,Bahrain GP (ALO),8,-2824.4347534179688,2,True
0,RecurrentPPO,Bahrain GP (ALO),7,-2082.522087097168,1,True
0,RecurrentPPO,Bahrain GP (ALO),5,-704.8376693725586,2,True
0,RecurrentPPO,Bahrain GP (ALO),5,-585.5561828613281,1,True
0,RecurrentPPO,Bahrain GP (ALO),6,-1244.0515441894531,1,True
0,RecurrentPPO,Bahrain GP (ALO),17,-5385.847999572754,2,True
0,RecurrentPPO,Bahrain GP (ALO),17,-5386.787445068359,1,True
0,RecurrentPPO,Bahrain GP (ALO),5,-593.6103744506836,2,True
0,RecurrentPPO,Bahrain GP (ALO),11,-4494.806587219238,2,True
0,RecurrentPPO,Bahrain GP (ALO),8,-2879.962745666504,2,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3587.1365509033203,2,True
0,RecurrentPPO,Bahrain GP (ALO),6,-1325.1163787841797,1,True
0,RecurrentPPO,Bahrain GP (ALO),10,-4032.797576904297,2,True
0,RecurrentPPO,Bahrain GP (ALO),7,-2070.501739501953,1,True
0,RecurrentPPO,Bahrain GP (ALO),1,4419.039665222168,1,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3581.838577270508,2,True
0,RecurrentPPO,Bahrain GP (ALO),6,-1330.5084762573242,2,True
0,RecurrentPPO,Bahrain GP (ALO),12,-4628.654144287109,2,True
0,RecurrentPPO,Bahrain GP (ALO),7,-2083.4306411743164,2,True
0,RecurrentPPO,Bahrain GP (ALO),9,-3589.715301513672,2,True
0,RecurrentPPO,Bahrain GP (ALO),7,-2105.766487121582,2,True
0,RecurrentPPO,Bahrain GP (ALO),3,1219.384895324707,1,True
0,RecurrentPPO,Bahrain GP (ALO),8,-2828.112464904785,1,True
0,RecurrentPPO,Bahrain GP (ALO),12,-4636.603889465332,2,True
0,RecurrentPPO,Bahrain GP (ALO),3,1220.8170928955078,1,True
0,RecurrentPPO,Bahrain GP (ALO),12,-4656.779846191406,1,True
0,RecurrentPPO,Bahrain GP (ALO),3,1232.2835159301758,2,True
0,RecurrentPPO,Bahrain GP (ALO),2,2279.4518661499023,1,True
0,RecurrentPPO,Bahrain GP (ALO),7,-2334.8300247192383,2,True
0,RecurrentPPO,Bahrain GP (ALO),8,-2833.935905456543,1,True
0,RecurrentPPO,Bahrain GP (ALO),4,153.43553161621094,1,True
0,RecurrentPPO,Bahrain GP (ALO),14,-5031.223167419434,1,True
0,RecurrentPPO,Bahrain GP (ALO),4,-54.73967742919922,2,True
0,RecurrentPPO,Bahrain GP (ALO),2,2066.167823791504,1,True
0,RecurrentPPO,Bahrain GP (ALO),5,-604.1374206542969,2,True
0,RecurrentPPO,Bahrain GP (ALO),4,178.97071838378906,2,True
0,TRPO,Bahrain GP (ALO),18,-5376.768363952637,1,True
0,TRPO,Bahrain GP (ALO),7,-1910.693702697754,1,True
0,TRPO,Bahrain GP (ALO),7,-2101.792060852051,1,True
0,TRPO,Bahrain GP (ALO),20,-10685.16456604004,0,False
0,TRPO,Bahrain GP (ALO),20,-10745.954071044922,0,False
0,TRPO,Bahrain GP (ALO),4,347.9131088256836,1,True
0,TRPO,Bahrain GP (ALO),3,1214.958038330078,1,True
0,TRPO,Bahrain GP (ALO),6,-1142.545051574707,1,True
0,TRPO,Bahrain GP (ALO),12,-4572.875045776367,1,True
0,TRPO,Bahrain GP (ALO),9,-3427.316467285156,1,True
0,TRPO,Bahrain GP (ALO),20,-10867.793098449709,0,False
0,TRPO,Bahrain GP (ALO),20,-10677.958152770996,0,False
0,TRPO,Bahrain GP (ALO),20,-10754.070343017578,0,False
0,TRPO,Bahrain GP (ALO),6,-1155.552215576172,1,True
0,TRPO,Bahrain GP (ALO),6,-1155.643165588379,1,True
0,TRPO,Bahrain GP (ALO),20,-10669.99112701416,0,False
0,TRPO,Bahrain GP (ALO),6,-1139.8684539794922,1,True
0,TRPO,Bahrain GP (ALO),9,-3418.6863174438477,1,True
0,TRPO,Bahrain GP (ALO),5,-434.5380554199219,1,True
0,TRPO,Bahrain GP (ALO),4,265.07547760009766,1,True
0,TRPO,Bahrain GP (ALO),10,-3841.0010681152344,1,True
0,TRPO,Bahrain GP (ALO),10,-3962.33699798584,1,True
0,TRPO,Bahrain GP (ALO),5,-409.6857147216797,1,True
0,TRPO,Bahrain GP (ALO),3,1364.8984756469729,1,True
0,TRPO,Bahrain GP (ALO),20,-10690.123611450195,0,False
0,TRPO,Bahrain GP (ALO),8,-2644.093643188477,1,True
0,TRPO,Bahrain GP (ALO),4,148.87352752685547,1,True
0,TRPO,Bahrain GP (ALO),3,1217.826789855957,1,True
0,TRPO,Bahrain GP (ALO),2,2285.38525390625,1,True
0,TRPO,Bahrain GP (ALO),9,-3445.827018737793,1,True
0,TRPO,Bahrain GP (ALO),17,-5239.354080200195,1,True
0,TRPO,Bahrain GP (ALO),20,-10702.173080444336,0,False
0,TRPO,Bahrain GP (ALO),1,4572.9179611206055,1,True
0,TRPO,Bahrain GP (ALO),3,1331.5546188354492,1,True
0,TRPO,Bahrain GP (ALO),4,276.40514373779297,1,True
0,TRPO,Bahrain GP (ALO),3,1276.464454650879,1,True
0,TRPO,Bahrain GP (ALO),9,-3395.3903732299805,1,True
0,TRPO,Bahrain GP (ALO),6,-1267.4445419311523,1,True
0,TRPO,Bahrain GP (ALO),20,-10666.683692932129,0,False
0,TRPO,Bahrain GP (ALO),7,-1909.5626068115232,1,True
0,TRPO,Bahrain GP (ALO),2,2465.134536743164,1,True
0,TRPO,Bahrain GP (ALO),5,-390.477653503418,1,True
0,TRPO,Bahrain GP (ALO),9,-3397.513702392578,1,True
0,TRPO,Bahrain GP (ALO),11,-4309.326820373535,1,True
0,TRPO,Bahrain GP (ALO),6,-1243.6305236816406,1,True
0,TRPO,Bahrain GP (ALO),6,-1249.1801834106443,1,True
0,TRPO,Bahrain GP (ALO),9,-3507.400520324707,1,True
0,TRPO,Bahrain GP (ALO),1,4602.576286315918,1,True
0,TRPO,Bahrain GP (ALO),4,265.37979888916016,1,True
0,TRPO,Bahrain GP (ALO),4,324.7302017211914,1,True
0,TRPO,Bahrain GP (ALO),8,-2839.324676513672,1,True
0,TRPO,Bahrain GP (ALO),5,-380.0746994018554,1,True
0,TRPO,Bahrain GP (ALO),1,4623.168357849121,1,True
0,TRPO,Bahrain GP (ALO),20,-10768.653869628906,0,False
0,TRPO,Bahrain GP (ALO),4,372.58980560302734,1,True
0,TRPO,Bahrain GP (ALO),3,1420.9706802368164,1,True
0,TRPO,Bahrain GP (ALO),13,-4816.721466064453,1,True
0,TRPO,Bahrain GP (ALO),3,1415.7202606201172,1,True
0,TRPO,Bahrain GP (ALO),5,-481.85005950927734,1,True
0,TRPO,Bahrain GP (ALO),6,-1139.679557800293,1,True
0,TRPO,Bahrain GP (ALO),20,-10661.635711669922,0,False
0,TRPO,Bahrain GP (ALO),5,-369.3938522338867,1,True
0,TRPO,Bahrain GP (ALO),20,-10681.674003601074,0,False
0,TRPO,Bahrain GP (ALO),10,-3988.5129928588863,1,True
0,TRPO,Bahrain GP (ALO),20,-10672.054862976074,0,False
0,TRPO,Bahrain GP (ALO),20,-10679.325309753418,0,False
0,TRPO,Bahrain GP (ALO),20,-10758.121742248535,0,False
0,TRPO,Bahrain GP (ALO),5,-381.0196685791016,1,True
0,TRPO,Bahrain GP (ALO),13,-4600.416107177734,1,True
0,TRPO,Bahrain GP (ALO),3,1399.9074172973633,1,True
0,TRPO,Bahrain GP (ALO),1,4511.259368896484,1,True
0,TRPO,Bahrain GP (ALO),7,-1901.9529190063477,1,True
0,TRPO,Bahrain GP (ALO),18,-5353.207443237305,1,True
0,TRPO,Bahrain GP (ALO),4,367.9280014038086,1,True
0,TRPO,Bahrain GP (ALO),16,-5060.2304611206055,1,True
0,TRPO,Bahrain GP (ALO),8,-2852.8037643432617,1,True
0,TRPO,Bahrain GP (ALO),20,-10754.32600402832,0,False
0,TRPO,Bahrain GP (ALO),7,-1879.118850708008,1,True
0,TRPO,Bahrain GP (ALO),20,-10680.766189575195,0,False
0,TRPO,Bahrain GP (ALO),10,-3948.538208007813,1,True
0,TRPO,Bahrain GP (ALO),2,2358.343215942383,1,True
0,TRPO,Bahrain GP (ALO),3,1316.9626693725586,1,True
0,TRPO,Bahrain GP (ALO),6,-1142.8641357421875,1,True
0,TRPO,Bahrain GP (ALO),10,-3868.410606384278,1,True
0,TRPO,Bahrain GP (ALO),15,-4908.070755004883,1,True
0,TRPO,Bahrain GP (ALO),3,1416.5998764038086,1,True
0,TRPO,Bahrain GP (ALO),20,-10691.31713104248,0,False
0,TRPO,Bahrain GP (ALO),20,-10758.321487426758,0,False
0,TRPO,Bahrain GP (ALO),1,4712.353164672852,1,True
0,TRPO,Bahrain GP (ALO),14,-4845.6933517456055,1,True
0,TRPO,Bahrain GP (ALO),5,-394.5421524047851,1,True
0,TRPO,Bahrain GP (ALO),9,-3496.9378662109375,1,True
0,TRPO,Bahrain GP (ALO),20,-10768.801651000977,0,False
0,TRPO,Bahrain GP (ALO),11,-4306.1254959106445,1,True
0,TRPO,Bahrain GP (ALO),20,-5678.133209228516,1,True
0,TRPO,Bahrain GP (ALO),20,-10679.420349121094,0,False
0,TRPO,Bahrain GP (ALO),11,-4290.023811340332,1,True
0,TRPO,Bahrain GP (ALO),2,2480.844467163086,1,True
0,TRPO,Bahrain GP (ALO),7,-1901.9829177856443,1,True
0,TRPO,Bahrain GP (ALO),20,-10757.158485412598,0,False
0,TRPO,Bahrain GP (ALO),4,354.63489532470703,1,True
0,TRPO,Bahrain GP (ALO),20,-10660.911834716797,0,False
0,TRPO,Bahrain GP (ALO),2,2367.806106567383,1,True
0,TRPO,Bahrain GP (ALO),5,-494.6387710571289,1,True
0,TRPO,Bahrain GP (ALO),4,375.3453140258789,1,True
0,TRPO,Bahrain GP (ALO),20,-10768.31633758545,0,False
0,TRPO,Bahrain GP (ALO),12,-4441.754096984863,1,True
0,TRPO,Bahrain GP (ALO),20,-10683.639770507812,0,False
0,TRPO,Bahrain GP (ALO),7,-1888.2688598632812,1,True
0,TRPO,Bahrain GP (ALO),8,-2648.59432220459,1,True
0,TRPO,Bahrain GP (ALO),10,-3858.9022521972656,1,True
0,TRPO,Bahrain GP (ALO),12,-4464.7960205078125,1,True
0,TRPO,Bahrain GP (ALO),4,347.2230224609375,1,True
0,TRPO,Bahrain GP (ALO),7,-2078.571464538574,1,True
0,TRPO,Bahrain GP (ALO),13,-4702.799186706543,1,True
0,TRPO,Bahrain GP (ALO),20,-10772.483039855955,0,False
0,TRPO,Bahrain GP (ALO),5,-409.1143035888672,1,True
0,TRPO,Bahrain GP (ALO),6,-1131.7698211669922,1,True
0,TRPO,Bahrain GP (ALO),20,-10664.225616455078,0,False
0,TRPO,Bahrain GP (ALO),20,-10678.028343200684,0,False
0,TRPO,Bahrain GP (ALO),3,1403.9210815429688,1,True
0,TRPO,Bahrain GP (ALO),8,-2656.06640625,1,True
0,TRPO,Bahrain GP (ALO),6,-1135.3602905273438,1,True
0,TRPO,Bahrain GP (ALO),6,-1135.7500534057615,1,True
0,TRPO,Bahrain GP (ALO),10,-3845.052154541016,1,True
0,TRPO,Bahrain GP (ALO),9,-3588.137565612793,1,True
0,TRPO,Bahrain GP (ALO),7,-2089.1760330200195,1,True
0,TRPO,Bahrain GP (ALO),8,-2756.435417175293,1,True
0,TRPO,Bahrain GP (ALO),4,254.84808349609375,1,True
0,TRPO,Bahrain GP (ALO),7,-1980.785217285156,1,True
0,TRPO,Bahrain GP (ALO),20,-10676.308586120604,0,False
0,TRPO,Bahrain GP (ALO),5,-415.48040771484375,1,True
0,TRPO,Bahrain GP (ALO),11,-4318.636138916016,1,True
0,TRPO,Bahrain GP (ALO),20,-10680.49390411377,0,False
0,TRPO,Bahrain GP (ALO),5,-403.6475296020508,1,True
0,TRPO,Bahrain GP (ALO),8,-2639.270797729492,1,True
0,TRPO,Bahrain GP (ALO),9,-3490.932174682617,1,True
0,TRPO,Bahrain GP (ALO),3,1323.1535415649414,1,True
0,TRPO,Bahrain GP (ALO),6,-1302.3800735473633,1,True
0,TRPO,Bahrain GP (ALO),5,-407.48301696777344,1,True
0,TRPO,Bahrain GP (ALO),7,-2006.1852493286133,1,True
0,TRPO,Bahrain GP (ALO),10,-3934.0124130249023,1,True
0,TRPO,Bahrain GP (ALO),4,373.2700119018554,1,True
0,TRPO,Bahrain GP (ALO),20,-9364.27586364746,2,True
0,TRPO,Bahrain GP (ALO),20,-10996.545951843262,0,False
0,TRPO,Bahrain GP (ALO),7,-1897.468765258789,1,True
0,TRPO,Bahrain GP (ALO),9,-3389.813316345215,1,True
0,TRPO,Bahrain GP (ALO),20,-10764.939270019531,0,False
0,TRPO,Bahrain GP (ALO),20,-10677.884201049805,0,False
0,TRPO,Bahrain GP (ALO),20,-10685.51457977295,0,False
0,TRPO,Bahrain GP (ALO),20,-10763.578887939451,0,False
0,TRPO,Bahrain GP (ALO),4,352.80887603759766,1,True
0,TRPO,Bahrain GP (ALO),6,-1155.104362487793,1,True
0,TRPO,Bahrain GP (ALO),3,1407.3383407592771,1,True
0,TRPO,Bahrain GP (ALO),6,-1271.0779876708984,1,True
0,TRPO,Bahrain GP (ALO),9,-3419.9837341308594,1,True
0,TRPO,Bahrain GP (ALO),20,-13486.723068237305,0,False
0,TRPO,Bahrain GP (ALO),4,373.10616302490234,1,True
0,TRPO,Bahrain GP (ALO),3,1402.274314880371,1,True
0,TRPO,Bahrain GP (ALO),5,-444.73082733154297,1,True
0,TRPO,Bahrain GP (ALO),20,-10670.039833068848,0,False
0,TRPO,Bahrain GP (ALO),5,-391.2279739379883,1,True
0,TRPO,Bahrain GP (ALO),20,-10693.985290527344,0,False
0,TRPO,Bahrain GP (ALO),4,155.4746856689453,1,True
0,TRPO,Bahrain GP (ALO),9,-3491.7715606689453,1,True
0,TRPO,Bahrain GP (ALO),7,-1890.7144012451172,1,True
0,TRPO,Bahrain GP (ALO),4,373.2559814453125,1,True
0,TRPO,Bahrain GP (ALO),2,2383.5565185546875,1,True
0,TRPO,Bahrain GP (ALO),8,-2696.5575256347656,1,True
0,TRPO,Bahrain GP (ALO),20,-10684.968490600586,0,False
0,TRPO,Bahrain GP (ALO),20,-10683.644737243652,0,False
0,TRPO,Bahrain GP (ALO),11,-4342.538619995117,1,True
0,TRPO,Bahrain GP (ALO),2,2157.096092224121,1,True
0,TRPO,Bahrain GP (ALO),4,334.6927261352539,1,True
0,TRPO,Bahrain GP (ALO),20,-10670.092819213867,0,False
0,TRPO,Bahrain GP (ALO),2,2350.4093170166016,1,True
0,TRPO,Bahrain GP (ALO),20,-10751.701194763184,0,False
0,TRPO,Bahrain GP (ALO),20,-10757.072250366213,0,False
0,TRPO,Bahrain GP (ALO),20,-10674.689331054688,0,False
0,TRPO,Bahrain GP (ALO),6,-1150.6179656982422,1,True
0,TRPO,Bahrain GP (ALO),8,-2696.593879699707,1,True
0,TRPO,Bahrain GP (ALO),11,-4287.558349609375,1,True
0,TRPO,Bahrain GP (ALO),3,1173.4947891235352,1,True
0,TRPO,Bahrain GP (ALO),8,-2630.8783416748047,1,True
0,TRPO,Bahrain GP (ALO),6,-1131.9217834472656,1,True
0,TRPO,Bahrain GP (ALO),4,350.5473403930664,1,True
0,TRPO,Bahrain GP (ALO),4,165.38631439208984,1,True
0,TRPO,Bahrain GP (ALO),20,-10674.730674743652,0,False
0,TRPO,Bahrain GP (ALO),16,-5070.853851318359,1,True
0,TRPO,Bahrain GP (ALO),6,-1138.6187362670898,1,True
0,TRPO,Bahrain GP (ALO),20,-10670.021759033203,0,False
0,TRPO,Bahrain GP (ALO),5,-528.4198532104492,1,True
0,TRPO,Bahrain GP (ALO),20,-17535.71636199951,0,False
0,TRPO,Bahrain GP (ALO),3,1318.1209716796875,1,True
0,TRPO,Bahrain GP (ALO),3,1422.863182067871,1,True
0,TRPO,Bahrain GP (ALO),5,-611.3134078979492,1,True
0,TRPO,Bahrain GP (ALO),5,-553.1242980957031,1,True
0,TRPO,Bahrain GP (ALO),2,2362.296501159668,1,True
0,TRPO,Bahrain GP (ALO),7,-1901.7380294799805,1,True
0,TRPO,Bahrain GP (ALO),20,-10682.311500549316,0,False
0,TRPO,Bahrain GP (ALO),1,4610.812362670898,1,True
0,TRPO,Bahrain GP (ALO),2,2364.896713256836,1,True
0,TRPO,Bahrain GP (ALO),12,-4452.961807250977,1,True
0,TRPO,Bahrain GP (ALO),3,1321.292121887207,1,True
0,TRPO,Bahrain GP (ALO),9,-3393.816276550293,1,True
0,TRPO,Bahrain GP (ALO),5,-407.5689392089844,1,True
0,TRPO,Bahrain GP (ALO),6,-1185.010238647461,1,True
0,TRPO,Bahrain GP (ALO),13,-4658.242034912109,1,True
0,TRPO,Bahrain GP (ALO),12,-4560.335418701172,1,True
0,TRPO,Bahrain GP (ALO),5,-374.91898345947266,1,True
0,TRPO,Bahrain GP (ALO),8,-2716.150550842285,1,True
0,TRPO,Bahrain GP (ALO),7,-1891.1119995117188,1,True
0,TRPO,Bahrain GP (ALO),15,-4952.579750061035,1,True
0,TRPO,Bahrain GP (ALO),5,-395.8785781860352,1,True
0,TRPO,Bahrain GP (ALO),8,-2643.517471313477,1,True
0,TRPO,Bahrain GP (ALO),5,-510.897087097168,1,True
0,TRPO,Bahrain GP (ALO),18,-5445.098320007324,1,True
0,TRPO,Bahrain GP (ALO),4,150.369140625,1,True
0,TRPO,Bahrain GP (ALO),10,-3845.63818359375,1,True
0,TRPO,Bahrain GP (ALO),14,-4855.966926574707,1,True
0,TRPO,Bahrain GP (ALO),3,1302.1476821899414,1,True
0,TRPO,Bahrain GP (ALO),18,-5461.895278930664,1,True
0,TRPO,Bahrain GP (ALO),15,-4924.1203689575195,1,True
0,TRPO,Bahrain GP (ALO),8,-2702.687042236328,1,True
0,TRPO,Bahrain GP (ALO),3,1391.4936294555664,1,True
0,TRPO,Bahrain GP (ALO),6,-1229.944091796875,1,True
0,TRPO,Bahrain GP (ALO),7,-2018.728744506836,1,True
0,TRPO,Bahrain GP (ALO),14,-4746.448265075684,1,True
0,TRPO,Bahrain GP (ALO),8,-2635.9443893432617,1,True
0,TRPO,Bahrain GP (ALO),5,-376.6187896728515,1,True
0,TRPO,Bahrain GP (ALO),8,-2667.3472213745117,1,True
0,TRPO,Bahrain GP (ALO),3,1211.723373413086,1,True
0,TRPO,Bahrain GP (ALO),9,-3589.489814758301,1,True
0,TRPO,Bahrain GP (ALO),16,-5072.508804321289,1,True
0,TRPO,Bahrain GP (ALO),20,-10670.13311767578,0,False
0,TRPO,Bahrain GP (ALO),9,-3389.5355911254883,1,True
0,TRPO,Bahrain GP (ALO),20,-10856.79628753662,0,False
0,TRPO,Bahrain GP (ALO),3,1396.5031356811523,1,True
0,TRPO,Bahrain GP (ALO),4,156.95101165771484,1,True
0,TRPO,Bahrain GP (ALO),6,-1162.4021682739258,1,True
0,TRPO,Bahrain GP (ALO),17,-5221.193778991699,1,True
0,TRPO,Bahrain GP (ALO),20,-10672.203804016111,0,False
0,TRPO,Bahrain GP (ALO),5,-491.1323318481446,1,True
0,TRPO,Bahrain GP (ALO),9,-3480.353286743164,1,True
0,TRPO,Bahrain GP (ALO),13,-4718.923149108887,1,True
0,TRPO,Bahrain GP (ALO),4,368.2974395751953,1,True
0,TRPO,Bahrain GP (ALO),6,-1265.1917419433594,1,True
0,TRPO,Bahrain GP (ALO),20,-10676.88385772705,0,False
0,TRPO,Bahrain GP (ALO),20,-10670.263664245604,0,False
0,TRPO,Bahrain GP (ALO),10,-3838.035888671875,1,True
0,TRPO,Bahrain GP (ALO),12,-4472.392333984375,1,True
0,TRPO,Bahrain GP (ALO),6,-1200.1259002685547,1,True
0,TRPO,Bahrain GP (ALO),10,-3852.718048095703,1,True
0,TRPO,Bahrain GP (ALO),7,-2005.0609970092771,1,True
0,TRPO,Bahrain GP (ALO),12,-4556.940467834473,1,True
0,TRPO,Bahrain GP (ALO),20,-10661.560874938965,0,False
0,TRPO,Bahrain GP (ALO),4,158.175048828125,1,True
0,TRPO,Bahrain GP (ALO),18,-5353.086494445801,1,True
0,TRPO,Bahrain GP (ALO),6,-1225.1598815917969,1,True
0,TRPO,Bahrain GP (ALO),20,-16429.442352294922,0,False
0,TRPO,Bahrain GP (ALO),20,-10766.259742736816,0,False
0,TRPO,Bahrain GP (ALO),2,2349.372039794922,1,True
0,TRPO,Bahrain GP (ALO),8,-2677.5886001586914,1,True
0,TRPO,Bahrain GP (ALO),1,4720.882781982422,1,True
0,TRPO,Bahrain GP (ALO),6,-1133.840805053711,1,True
0,TRPO,Bahrain GP (ALO),8,-2670.4814834594727,1,True
0,TRPO,Bahrain GP (ALO),13,-4615.652084350586,1,True
0,TRPO,Bahrain GP (ALO),6,-1338.7187957763672,1,True
0,TRPO,Bahrain GP (ALO),20,-10669.523384094238,0,False
0,TRPO,Bahrain GP (ALO),20,-10776.815399169922,0,False
0,TRPO,Bahrain GP (ALO),5,-383.8265151977539,1,True
0,TRPO,Bahrain GP (ALO),3,1181.312957763672,1,True
0,TRPO,Bahrain GP (ALO),4,253.56634521484375,1,True
0,TRPO,Bahrain GP (ALO),9,-3690.365791320801,1,True
0,TRPO,Bahrain GP (ALO),4,350.7425231933594,1,True
0,TRPO,Bahrain GP (ALO),6,-1132.243408203125,1,True
0,TRPO,Bahrain GP (ALO),6,-1329.9922943115234,1,True
0,TRPO,Bahrain GP (ALO),20,-10659.837928771973,0,False
0,TRPO,Bahrain GP (ALO),11,-4382.607116699219,1,True
0,TRPO,Bahrain GP (ALO),15,-4927.226837158203,1,True
0,TRPO,Bahrain GP (ALO),20,-10662.51863861084,0,False
0,TRPO,Bahrain GP (ALO),7,-1891.9515914916992,1,True
0,TRPO,Bahrain GP (ALO),9,-3421.958885192871,1,True
0,TRPO,Bahrain GP (ALO),20,-10669.92204284668,0,False
0,TRPO,Bahrain GP (ALO),4,370.2374649047851,1,True
0,TRPO,Bahrain GP (ALO),20,-10774.88288116455,0,False
0,TRPO,Bahrain GP (ALO),9,-3394.337631225586,1,True
0,TRPO,Bahrain GP (ALO),20,-5756.085372924805,1,True
0,TRPO,Bahrain GP (ALO),5,-401.4265975952149,1,True
0,TRPO,Bahrain GP (ALO),6,-1183.0967330932615,1,True
0,TRPO,Bahrain GP (ALO),12,-4585.473571777344,1,True
0,TRPO,Bahrain GP (ALO),20,-10684.37326812744,0,False
0,TRPO,Bahrain GP (ALO),3,1416.1941299438477,1,True
0,TRPO,Bahrain GP (ALO),13,-4697.846992492676,1,True
0,TRPO,Bahrain GP (ALO),6,-1130.3989715576172,1,True
0,TRPO,Bahrain GP (ALO),6,-1127.372314453125,1,True
0,TRPO,Bahrain GP (ALO),7,-1892.0630340576172,1,True
0,TRPO,Bahrain GP (ALO),20,-10658.30143737793,0,False
0,TRPO,Bahrain GP (ALO),5,-391.3273620605469,1,True
0,TRPO,Bahrain GP (ALO),7,-1911.179801940918,1,True
0,TRPO,Bahrain GP (ALO),5,-373.6192321777344,1,True
0,TRPO,Bahrain GP (ALO),20,-10660.583053588867,0,False
0,TRPO,Bahrain GP (ALO),20,-10685.085395812988,0,False
0,TRPO,Bahrain GP (ALO),8,-2763.302803039551,1,True
0,TRPO,Bahrain GP (ALO),20,-16554.347648620605,0,False
0,TRPO,Bahrain GP (ALO),20,-10677.927589416504,0,False
0,TRPO,Bahrain GP (ALO),11,-4390.383697509766,1,True
0,TRPO,Bahrain GP (ALO),20,-10766.93141937256,0,False
0,TRPO,Bahrain GP (ALO),15,-4934.867218017578,1,True
0,TRPO,Bahrain GP (ALO),20,-10669.59009552002,0,False
0,TRPO,Bahrain GP (ALO),10,-3937.49227142334,1,True
0,TRPO,Bahrain GP (ALO),2,2248.033805847168,1,True
0,TRPO,Bahrain GP (ALO),15,-5159.6245193481445,1,True
0,TRPO,Bahrain GP (ALO),6,-1134.7152786254885,1,True
0,TRPO,Bahrain GP (ALO),8,-3518.3248748779297,1,True
